Start Time	End Time	Transportation Mode
2007/05/23 13:48:49	2007/05/23 14:05:25	bike
2007/05/24 14:49:09	2007/05/24 14:54:37	bike
2007/05/24 14:49:09	2007/05/24 15:10:34	bike
2007/05/24 15:14:35	2007/05/24 15:35:50	bike
2007/05/25 05:00:24	2007/05/25 05:13:43	walk
2007/05/25 08:33:49	2007/05/25 10:00:01	walk
2007/05/26 06:00:23	2007/05/26 06:52:58	walk
2007/05/26 07:37:13	2007/05/26 08:32:01	walk
2007/05/26 08:48:32	2007/05/26 09:16:51	walk
2007/05/26 10:00:05	2007/05/26 10:11:57	walk
2007/05/26 11:16:20	2007/05/26 11:28:27	bike
2007/05/28 01:00:04	2007/05/28 01:04:27	walk
2007/05/29 01:14:40	2007/05/29 01:22:03	bike
2007/05/30 12:00:58	2007/05/30 12:13:15	walk
2007/05/30 12:47:09	2007/05/30 12:54:45	walk
2007/05/30 12:57:27	2007/05/30 13:10:55	bus
2007/05/30 13:42:22	2007/05/30 15:25:41	walk
2007/05/31 02:12:44	2007/05/31 02:39:22	bike
2007/06/04 01:52:39	2007/06/04 02:12:41	bike
2007/06/08 01:00:28	2007/06/08 01:14:47	walk
2007/06/08 01:16:10	2007/06/08 01:36:47	bike
2007/06/08 01:55:18	2007/06/08 02:06:30	bike
2007/06/12 01:27:59	2007/06/12 01:34:34	bike
2007/06/12 10:48:19	2007/06/12 11:03:49	bike
2007/06/12 11:16:51	2007/06/12 11:34:43	bike
2007/06/12 12:15:29	2007/06/12 12:31:06	walk
2007/06/12 12:31:21	2007/06/12 12:43:49	bike
2007/06/20 23:46:28	2007/06/21 00:00:15	bike
2007/06/21 00:01:07	2007/06/21 00:06:19	walk
2007/06/21 11:05:44	2007/06/21 11:30:44	walk
2007/06/21 12:23:03	2007/06/21 12:35:06	walk
2007/06/21 13:38:08	2007/06/21 13:51:31	walk
2007/06/21 14:26:38	2007/06/21 14:35:58	walk
2007/06/26 12:18:35	2007/06/26 12:32:33	bike
2007/06/27 00:07:53	2007/06/27 00:27:28	bike
2007/06/27 12:37:44	2007/06/27 13:01:14	walk
2007/06/27 13:35:00	2007/06/27 14:02:17	walk
