Start Time	End Time	Transportation Mode
2007/07/24 22:00:00	2007/07/25 07:16:53	taxi
2007/07/25 07:16:55	2007/07/25 08:52:19	walk
2007/07/25 09:45:53	2007/07/25 10:30:00	taxi
2007/07/25 12:32:00	2007/07/25 14:13:38	walk
2007/07/25 22:59:00	2007/07/26 13:43:00	walk
2007/07/26 05:32:14	2007/07/26 06:55:07	walk
2007/07/26 05:36:43	2007/07/26 05:51:20	taxi
2007/07/26 10:33:47	2007/07/26 10:36:23	taxi
2007/07/27 03:42:19	2007/07/27 04:55:29	walk
2007/07/27 05:10:00	2007/07/27 05:20:01	boat
2007/07/27 05:22:17	2007/07/27 05:56:52	walk
2007/07/27 05:57:34	2007/07/27 06:05:57	boat
2007/07/27 06:06:51	2007/07/27 06:44:42	walk
2007/07/27 06:52:07	2007/07/27 07:22:53	boat
2007/07/27 07:23:16	2007/07/27 09:08:52	walk
2007/07/27 09:13:51	2007/07/27 09:28:33	taxi
2007/07/27 09:29:39	2007/07/27 10:00:59	walk
2007/07/28 04:02:31	2007/07/28 04:12:31	taxi
2007/07/28 05:18:42	2007/07/28 06:00:00	train
2007/07/28 22:59:25	2007/07/28 23:03:19	walk
2007/07/28 23:05:47	2007/07/29 01:23:37	taxi
2008/05/01 01:13:35	2008/05/01 01:38:12	walk
2008/05/01 01:38:14	2008/05/01 01:41:22	taxi
2008/05/01 01:41:24	2008/05/01 02:40:27	walk
2008/05/01 02:40:29	2008/05/01 02:45:24	bus
2008/05/01 02:45:26	2008/05/01 03:26:14	walk
2008/05/01 03:26:16	2008/05/01 04:01:52	taxi
2008/05/01 04:01:54	2008/05/01 04:31:36	walk
2008/05/01 04:31:38	2008/05/01 11:09:13	train
2008/05/01 11:09:15	2008/05/01 11:12:29	walk
2008/05/01 11:12:31	2008/05/01 11:22:14	taxi
2008/05/01 11:22:16	2008/05/01 11:24:25	walk
2008/05/02 02:23:35	2008/05/02 03:19:28	walk
2008/05/02 03:19:30	2008/05/02 03:21:45	taxi
2008/05/02 03:21:47	2008/05/02 07:44:01	walk
2008/05/02 07:44:03	2008/05/02 07:47:54	taxi
2008/05/02 07:47:56	2008/05/02 12:08:08	walk
2008/05/02 12:08:10	2008/05/02 12:13:16	taxi
2008/05/02 12:13:18	2008/05/02 13:28:01	walk
2008/05/02 13:28:03	2008/05/02 13:34:09	taxi
2008/05/02 13:34:11	2008/05/02 13:35:31	walk
2008/05/04 00:40:53	2008/05/04 00:45:31	walk
2008/05/04 00:45:33	2008/05/04 00:53:33	taxi
2008/05/04 00:53:35	2008/05/04 02:21:16	walk
2008/05/05 07:40:56	2008/05/05 07:57:59	walk
2008/05/05 07:50:01	2008/05/05 08:06:37	taxi
2008/05/05 08:06:39	2008/05/05 13:38:55	walk
2008/05/06 02:01:48	2008/05/06 02:17:08	bike
2008/05/06 02:17:10	2008/05/06 02:39:47	walk
2008/05/09 00:48:01	2008/05/09 00:48:49	walk
2008/05/09 00:48:51	2008/05/09 00:57:13	taxi
2008/05/09 00:57:15	2008/05/09 01:40:54	walk
2008/05/09 01:40:56	2008/05/09 08:07:50	train
2008/05/09 08:16:46	2008/05/09 09:06:00	taxi
2008/05/09 09:06:21	2008/05/09 09:10:17	walk
2008/05/10 06:00:35	2008/05/10 07:19:22	walk
2008/05/10 07:19:24	2008/05/10 07:32:18	taxi
2008/05/10 07:32:20	2008/05/10 09:00:37	walk
2008/05/10 09:00:39	2008/05/10 09:06:03	taxi
2008/05/10 09:06:05	2008/05/10 11:08:19	walk
2008/05/10 11:08:21	2008/05/10 11:33:37	car
2008/05/10 14:28:11	2008/05/10 14:29:29	walk
2008/05/10 14:29:31	2008/05/10 14:41:48	taxi
2008/05/10 14:41:50	2008/05/10 14:44:47	walk
2008/05/11 08:42:40	2008/05/11 10:34:08	walk
2008/05/12 00:55:20	2008/05/12 08:53:16	taxi
2008/05/12 08:53:18	2008/05/12 08:54:34	walk
2008/05/13 00:47:07	2008/05/13 00:55:28	bus
2008/05/13 00:55:30	2008/05/13 01:00:02	walk
2008/05/13 01:00:04	2008/05/13 01:19:55	taxi
2008/05/13 01:19:57	2008/05/13 04:51:39	walk
2008/05/13 14:24:42	2008/05/13 14:30:29	taxi
2008/05/13 14:30:31	2008/05/13 14:32:48	walk
2008/05/14 00:43:34	2008/05/14 00:46:21	walk
2008/05/14 00:46:23	2008/05/14 00:59:33	taxi
2008/05/14 00:59:35	2008/05/14 01:01:30	walk
2008/05/14 14:21:31	2008/05/14 14:28:21	taxi
2008/05/14 14:28:23	2008/05/14 14:31:13	walk
2008/05/15 01:01:37	2008/05/15 01:18:21	taxi
2008/05/15 04:30:33	2008/05/15 05:03:16	walk
2008/05/15 13:27:37	2008/05/15 13:34:15	taxi
2008/05/15 13:34:17	2008/05/15 13:38:04	walk
2008/05/16 00:52:13	2008/05/16 00:58:09	walk
2008/05/16 00:58:11	2008/05/16 01:08:31	taxi
2008/05/16 13:30:45	2008/05/16 14:08:31	taxi
2008/05/16 14:08:33	2008/05/16 14:12:23	walk
2008/05/17 04:50:36	2008/05/17 08:51:44	walk
2008/05/17 08:51:46	2008/05/17 09:17:56	taxi
2008/05/17 10:55:39	2008/05/17 11:06:30	taxi
2008/05/17 11:06:32	2008/05/17 11:13:05	walk
2008/05/17 13:57:10	2008/05/17 14:03:44	walk
2008/05/17 14:03:46	2008/05/17 14:27:56	taxi
2008/05/17 14:27:58	2008/05/17 14:30:44	walk
2008/05/19 00:20:38	2008/05/19 00:31:46	bus
2008/05/19 00:31:48	2008/05/19 11:38:20	walk
2008/05/19 11:38:22	2008/05/19 11:45:20	bus
2008/05/19 11:45:22	2008/05/19 11:49:08	walk
2008/05/20 00:32:54	2008/05/20 10:32:15	walk
2008/05/20 10:32:17	2008/05/20 10:45:09	bus
2008/05/20 10:45:11	2008/05/20 10:48:57	walk
2008/05/21 00:18:50	2008/05/21 00:24:50	walk
2008/05/21 00:24:52	2008/05/21 00:35:39	bus
2008/05/21 00:35:41	2008/05/21 10:18:55	walk
2008/05/21 10:18:57	2008/05/21 10:31:58	bus
2008/05/21 10:32:00	2008/05/21 10:36:16	walk
2008/05/22 12:20:36	2008/05/22 13:03:53	walk
2008/05/22 13:03:55	2008/05/22 13:53:20	bus
2008/05/22 13:53:22	2008/05/22 13:57:20	walk
2008/05/23 00:36:17	2008/05/23 00:47:22	bus
2008/05/23 00:47:24	2008/05/23 14:53:20	walk
2008/05/24 02:25:47	2008/05/24 03:01:03	taxi
2008/05/24 06:16:38	2008/05/24 06:49:46	walk
2008/05/24 06:52:32	2008/05/24 06:58:25	bus
2008/05/24 06:58:31	2008/05/24 07:28:40	walk
2008/05/24 07:28:58	2008/05/24 08:02:31	taxi
2008/05/24 08:06:38	2008/05/24 08:07:04	walk
