Start Time	End Time	Transportation Mode
2008/04/28 11:27:42	2008/04/28 11:27:58	walk
2008/04/28 11:28:00	2008/04/28 11:42:54	subway
2008/04/28 11:42:56	2008/04/28 11:50:10	walk
2008/04/29 01:38:21	2008/04/29 01:41:28	walk
2008/04/29 01:41:30	2008/04/29 01:57:53	subway
2008/04/29 01:57:55	2008/04/29 02:03:28	walk
2008/05/12 01:27:05	2008/05/12 01:35:25	walk
2008/05/12 01:35:30	2008/05/12 01:51:09	subway
2008/05/12 01:51:11	2008/05/12 01:55:35	walk
2008/05/14 01:56:23	2008/05/14 01:57:51	walk
2008/05/14 01:57:53	2008/05/14 02:19:16	subway
2008/05/14 02:19:18	2008/05/14 02:19:52	walk
2008/05/21 01:33:29	2008/05/21 01:41:11	walk
2008/05/21 01:41:13	2008/05/21 01:59:27	subway
2008/05/21 01:59:29	2008/05/21 02:02:01	walk
