Start Time	End Time	Transportation Mode
2007/04/13 14:30:00	2007/04/13 15:30:00	train
2007/04/14 00:56:00	2007/04/14 01:08:00	walk
2007/04/14 01:10:00	2007/04/14 01:23:00	bus
2007/04/14 01:23:00	2007/04/14 02:13:00	walk
2007/04/14 02:15:00	2007/04/14 02:56:00	bus
2007/04/14 02:57:00	2007/04/14 03:49:00	walk
2007/04/14 12:34:00	2007/04/14 13:21:00	train
2007/04/14 13:21:00	2007/04/14 13:33:00	walk
2007/04/14 23:45:00	2007/04/15 00:20:00	walk
2007/04/15 01:49:00	2007/04/15 05:00:00	bike
2007/04/15 05:04:00	2007/04/15 05:40:00	bike
2007/04/16 13:44:00	2007/04/16 13:57:00	walk
2007/04/18 11:52:00	2007/04/18 12:03:00	taxi
2007/04/18 14:09:00	2007/04/18 14:19:00	walk
2007/04/18 14:20:00	2007/04/18 14:43:00	train
2007/04/18 14:43:00	2007/04/18 14:54:00	walk
2007/04/19 01:51:00	2007/04/19 02:00:00	walk
2007/04/19 02:00:00	2007/04/19 02:25:00	train
2007/04/19 13:16:00	2007/04/19 13:43:00	train
2007/04/19 13:43:00	2007/04/19 13:54:00	walk
2007/04/20 00:56:00	2007/04/20 01:04:00	walk
2007/04/20 01:05:00	2007/04/20 01:28:00	train
2007/04/20 14:53:00	2007/04/20 15:20:00	train
2007/04/20 15:21:00	2007/04/20 15:33:00	walk
2007/04/21 00:57:00	2007/04/21 01:12:00	walk
2007/04/21 03:13:00	2007/04/21 04:39:00	car
2007/04/21 04:59:00	2007/04/21 06:24:00	bike
2007/04/21 07:01:00	2007/04/21 07:49:00	bike
2007/04/21 08:32:00	2007/04/21 09:06:00	bike
2007/04/21 09:09:00	2007/04/21 10:01:00	car
2007/04/21 11:26:00	2007/04/21 12:09:00	car
2007/04/21 13:58:00	2007/04/21 14:38:00	car
2007/04/21 15:02:00	2007/04/21 15:08:00	car
2007/04/22 09:51:00	2007/04/22 10:05:00	walk
2007/04/30 12:51:00	2007/04/30 13:05:00	train
2007/04/30 13:05:00	2007/04/30 13:15:00	walk
2007/05/04 23:57:00	2007/05/05 00:49:00	walk
2007/05/05 00:51:00	2007/05/05 01:22:00	bus
2007/05/05 01:34:00	2007/05/05 03:04:00	bus
2007/05/05 03:05:00	2007/05/05 06:03:00	walk
2007/05/05 06:04:00	2007/05/05 06:08:00	car
2007/05/06 03:33:00	2007/05/06 03:46:00	walk
2007/05/06 04:21:00	2007/05/06 05:31:00	bus
2007/05/06 05:31:00	2007/05/06 07:53:00	walk
2007/05/06 06:00:00	2007/05/06 06:46:00	bus
2007/05/08 01:03:00	2007/05/08 01:15:00	walk
2007/05/18 21:10:00	2007/05/18 21:35:00	walk
2007/05/18 21:35:00	2007/05/18 22:03:00	train
2007/05/18 23:00:00	2007/05/19 01:00:00	bus
2007/05/19 01:30:00	2007/05/19 05:30:00	walk
2007/05/19 07:00:00	2007/05/19 09:00:00	bus
2007/05/21 01:21:00	2007/05/21 01:35:00	train
2007/05/27 00:48:00	2007/05/27 02:12:00	train
2007/05/27 02:14:00	2007/05/27 04:17:00	bike
2007/05/27 05:04:00	2007/05/27 10:52:00	bike
2007/05/29 01:02:00	2007/05/29 01:11:00	walk
2007/05/29 01:11:00	2007/05/29 01:36:00	train
2007/05/29 01:36:00	2007/05/29 01:37:00	walk
2007/05/29 14:17:00	2007/05/29 14:41:00	train
2007/05/29 14:41:00	2007/05/29 14:52:00	walk
2007/05/30 01:13:00	2007/05/30 01:20:00	walk
2007/05/30 01:20:00	2007/05/30 01:44:00	train
2007/05/30 11:41:00	2007/05/30 11:51:00	car
2007/05/30 14:02:00	2007/05/30 14:06:00	walk
2007/05/31 00:59:00	2007/05/31 01:18:00	walk
2007/05/31 01:18:00	2007/05/31 01:41:00	train
2007/05/31 01:41:00	2007/05/31 01:44:00	walk
2007/05/31 13:15:00	2007/05/31 13:55:00	taxi
2007/05/31 13:55:00	2007/05/31 14:01:00	walk
2007/05/31 23:53:00	2007/06/01 00:00:00	walk
2007/06/01 00:00:00	2007/06/01 00:27:00	train
2007/06/01 00:27:00	2007/06/01 00:44:00	taxi
2007/06/01 00:54:00	2007/06/01 01:09:00	taxi
2007/06/01 02:29:00	2007/06/01 02:56:00	taxi
2007/06/01 14:35:00	2007/06/01 15:04:00	train
2007/06/01 15:04:00	2007/06/01 15:17:00	walk
2007/06/03 07:14:00	2007/06/03 08:57:00	bike
2007/06/04 01:03:00	2007/06/04 01:13:00	walk
2007/06/04 01:16:00	2007/06/04 01:33:00	train
2007/06/04 01:33:00	2007/06/04 01:37:00	walk
2007/06/20 13:06:00	2007/06/20 13:14:00	walk
2007/06/20 13:14:00	2007/06/20 13:43:00	train
2007/06/20 13:43:00	2007/06/20 13:57:00	walk
2007/06/21 01:11:00	2007/06/21 01:21:00	walk
2007/06/21 01:21:00	2007/06/21 01:46:00	train
2007/06/21 01:46:00	2007/06/21 01:48:00	walk
2007/06/21 05:33:00	2007/06/21 05:43:00	walk
2007/06/25 01:24:00	2007/06/25 01:40:00	walk
2007/06/25 01:40:00	2007/06/25 02:02:00	train
2007/06/25 02:02:00	2007/06/25 02:04:00	walk
2007/06/25 10:23:00	2007/06/25 10:25:00	train
2007/06/26 01:02:00	2007/06/26 01:10:00	walk
2007/06/26 01:10:00	2007/06/26 01:31:00	train
2007/06/26 01:31:00	2007/06/26 01:34:00	walk
2007/06/26 13:51:00	2007/06/26 14:21:00	train
