Start Time	End Time	Transportation Mode
2007/04/09 10:27:08	2007/04/09 11:37:09	car
2007/04/09 23:57:10	2007/04/10 00:35:03	car
2007/04/11 01:52:09	2007/04/11 02:45:50	car
2007/04/12 03:56:05	2007/04/12 04:18:25	car
2007/04/12 06:44:13	2007/04/12 06:52:02	car
2007/04/12 08:22:04	2007/04/12 09:28:23	car
2007/05/09 10:27:01	2007/05/09 11:43:52	car
2007/05/10 01:00:44	2007/05/10 01:57:18	car
2007/05/10 12:27:13	2007/05/10 13:03:41	car
2007/05/11 10:33:09	2007/05/11 12:05:15	car
2007/05/12 04:48:56	2007/05/12 04:56:21	car
2007/05/13 01:25:45	2007/05/13 02:01:42	car
2007/05/13 08:35:06	2007/05/13 09:24:57	car
2007/05/14 00:45:18	2007/05/14 02:07:22	car
2007/05/14 11:30:50	2007/05/14 12:43:39	car
2007/05/15 00:26:50	2007/05/15 01:43:35	car
2007/05/15 10:39:07	2007/05/15 11:37:54	car
2007/05/16 00:38:37	2007/05/16 01:50:19	car
2007/05/16 16:00:00	2007/05/17 02:56:47	car
2007/05/17 12:22:06	2007/05/17 13:08:24	car
2007/05/18 00:13:12	2007/05/18 01:26:43	car
2007/05/18 08:24:36	2007/05/18 09:49:49	car
2007/05/19 01:15:53	2007/05/19 02:53:33	car
2007/05/19 04:32:08	2007/05/19 05:07:11	car
2007/05/20 03:06:20	2007/05/20 03:35:12	car
2007/05/20 06:15:45	2007/05/20 06:20:44	car
2007/05/20 23:59:44	2007/05/21 01:27:48	car
2007/05/21 10:39:07	2007/05/21 11:31:22	car
2007/05/22 00:00:07	2007/05/22 01:11:17	car
2007/05/22 11:44:38	2007/05/22 12:36:22	car
2007/05/22 23:52:36	2007/05/23 01:14:41	car
2007/09/05 09:01:58	2007/09/05 11:07:03	walk
2007/09/05 11:07:03	2007/09/05 11:19:58	car
2007/09/05 12:39:42	2007/09/05 13:15:48	walk
2007/09/05 13:10:43	2007/09/05 14:52:57	car
2007/09/07 00:43:20	2007/09/07 01:34:45	car
2007/09/07 01:34:45	2007/09/07 03:17:06	walk
2007/09/07 06:32:07	2007/09/07 06:35:28	car
2007/09/08 00:49:22	2007/09/08 00:58:03	car
2007/09/08 00:58:03	2007/09/08 03:11:31	walk
2007/09/08 04:43:52	2007/09/08 05:07:58	car
2007/09/08 06:24:36	2007/09/08 06:56:43	car
2007/09/08 07:23:01	2007/09/08 10:05:01	car
2008/04/14 10:09:40	2008/04/14 11:05:53	car
2008/04/14 23:42:39	2008/04/15 14:25:16	car
2008/04/15 23:34:57	2008/04/16 00:37:47	car
2008/04/17 00:01:27	2008/04/17 01:41:59	car
2008/04/18 00:05:46	2008/04/18 00:28:50	car
2008/04/29 23:14:47	2008/04/30 00:58:50	car
2008/04/30 14:01:58	2008/04/30 14:22:06	walk
2008/05/01 00:32:16	2008/05/01 05:01:47	car
2008/05/01 07:06:20	2008/05/01 13:06:30	car
2008/05/04 23:15:09	2008/05/05 00:16:05	car
2008/05/05 23:28:18	2008/05/06 00:33:28	car
2008/05/07 01:13:57	2008/05/07 02:11:14	car
2008/05/07 10:12:16	2008/05/07 11:18:45	car
2008/05/07 23:12:39	2008/05/08 00:35:53	car
2008/05/08 10:12:49	2008/05/08 11:15:35	car
2008/05/08 23:09:28	2008/05/09 00:03:37	car
2008/05/12 00:15:39	2008/05/12 00:24:22	car
2008/05/12 23:32:07	2008/05/13 00:40:50	car
2008/05/13 10:08:34	2008/05/13 11:18:42	car
2008/05/13 23:16:31	2008/05/14 00:26:07	car
2008/05/14 10:06:37	2008/05/14 11:38:04	car
2008/05/14 22:57:34	2008/05/14 23:50:48	car
2008/05/15 10:17:48	2008/05/15 11:25:02	car
2008/05/15 23:27:16	2008/05/16 00:31:03	car
2008/05/20 22:58:50	2008/05/21 00:00:32	car
2008/05/21 10:14:40	2008/05/21 11:22:58	car
2008/05/21 23:14:40	2008/05/22 00:10:30	car
2008/05/22 23:11:41	2008/05/23 00:35:49	car
2008/05/25 23:15:25	2008/05/26 00:32:38	car
2008/05/27 22:50:31	2008/05/27 23:46:48	car
2008/05/28 09:10:33	2008/05/28 10:08:22	car
2008/05/28 23:08:07	2008/05/29 00:09:40	car
2008/05/29 10:12:03	2008/05/29 11:13:21	car
2008/05/29 23:10:16	2008/05/30 00:13:45	car
2008/05/30 09:06:12	2008/05/30 10:22:42	car
2008/06/01 23:03:27	2008/06/02 00:01:46	car
2008/06/02 13:47:39	2008/06/02 14:11:54	car
2008/06/02 22:56:50	2008/06/03 11:14:13	car
2008/06/03 23:08:37	2008/06/04 10:56:25	car
2008/06/04 22:51:39	2008/06/05 11:12:53	car
2008/06/05 22:52:20	2008/06/06 11:31:02	car
2008/06/09 22:51:09	2008/06/10 14:21:02	car
2008/06/10 23:09:40	2008/06/11 11:15:26	car
2008/06/11 23:15:33	2008/06/12 07:02:02	car
2008/06/15 22:57:07	2008/06/16 00:02:46	car
2008/06/17 11:20:27	2008/06/17 11:26:40	car
2008/06/17 23:02:37	2008/06/18 00:00:25	car
2008/06/18 10:10:16	2008/06/18 10:51:11	car
2008/06/18 22:52:37	2008/06/18 23:42:42	car
2008/06/19 09:58:09	2008/06/19 11:07:05	car
2008/06/19 23:01:31	2008/06/19 23:49:02	car
2008/06/20 10:05:15	2008/06/20 11:14:13	car
2008/06/22 22:56:44	2008/06/22 23:48:23	car
2008/06/23 10:31:03	2008/06/23 10:43:12	car
2008/06/23 13:43:04	2008/06/23 14:20:17	car
2008/06/24 02:28:57	2008/06/24 03:04:35	car
2008/06/24 10:19:14	2008/06/24 11:18:55	car
2008/06/24 23:03:07	2008/06/24 23:52:19	car
2008/06/25 10:07:07	2008/06/25 11:07:48	car
2008/06/26 01:43:31	2008/06/26 02:28:51	car
2008/06/26 10:23:57	2008/06/26 11:46:55	car
2008/06/26 22:48:15	2008/06/26 23:34:29	car
2008/06/27 12:38:07	2008/06/27 12:51:55	car
2008/06/28 11:19:27	2008/06/28 13:50:29	car
2008/06/29 23:11:16	2008/06/30 01:08:00	car
2008/06/30 12:55:25	2008/06/30 13:37:46	car
2008/07/01 03:07:33	2008/07/01 03:42:45	car
2008/07/01 22:55:07	2008/07/01 23:43:22	car
2008/07/02 12:37:02	2008/07/02 12:48:37	car
2008/07/02 22:56:00	2008/07/02 23:47:10	car
2008/07/04 03:05:39	2008/07/04 03:46:08	car
2008/07/04 13:54:11	2008/07/04 14:42:10	car
2008/07/06 23:04:01	2008/07/07 00:12:15	car
2008/07/07 10:28:42	2008/07/07 10:48:45	car
2008/07/07 13:38:55	2008/07/07 14:16:19	car
2008/07/07 23:00:01	2008/07/07 23:47:31	car
2008/07/08 12:58:08	2008/07/08 13:34:50	car
2008/07/08 23:03:07	2008/07/08 23:46:41	car
2008/07/09 23:08:55	2008/07/10 00:07:40	car
2008/07/10 13:04:01	2008/07/10 13:27:13	car
2008/07/10 22:53:56	2008/07/10 23:40:49	car
2008/07/11 13:02:34	2008/07/11 13:42:44	car
2008/07/13 02:43:07	2008/07/13 03:18:23	car
2008/07/13 11:50:46	2008/07/13 12:15:56	car
2008/07/13 22:57:39	2008/07/13 23:50:22	car
2008/07/15 03:11:09	2008/07/15 03:52:46	car
2008/07/15 13:24:22	2008/07/15 13:40:10	car
2008/07/15 23:20:40	2008/07/16 00:24:43	car
2008/07/16 22:58:06	2008/07/16 23:38:16	car
2008/07/17 13:36:34	2008/07/17 13:57:00	car
2008/07/18 02:29:46	2008/07/18 03:33:53	car
2008/07/20 11:22:07	2008/07/20 12:16:18	car
2008/07/22 15:39:03	2008/07/22 15:54:35	subway
2008/07/22 15:54:37	2008/07/22 15:59:59	walk
2008/07/23 02:01:54	2008/07/23 02:08:56	walk
2008/07/23 04:20:30	2008/07/23 05:37:45	walk
