Start Time	End Time	Transportation Mode
2011/03/05 00:28:35	2011/03/05 00:36:47	walk
2011/03/05 00:36:47	2011/03/05 01:26:23	subway
2011/03/05 01:26:23	2011/03/05 01:38:39	bus
2011/03/05 01:38:39	2011/03/05 04:20:09	walk
2011/03/05 04:20:09	2011/03/05 04:34:15	bus
2011/03/05 04:34:15	2011/03/05 05:02:31	subway
2011/03/05 05:02:31	2011/03/05 07:09:33	walk
2011/03/05 07:09:33	2011/03/05 07:51:59	subway
2011/03/05 07:51:59	2011/03/05 09:10:00	walk
2011/03/05 09:10:00	2011/03/05 09:35:23	subway
2011/03/05 09:35:23	2011/03/05 09:52:35	walk
2011/03/05 11:46:34	2011/03/05 12:09:18	walk
2011/03/05 12:09:18	2011/03/05 13:20:23	subway
2011/03/05 13:20:23	2011/03/05 13:28:17	walk
2011/03/12 08:57:49	2011/03/12 09:23:08	subway
2011/03/12 09:23:09	2011/03/12 10:10:29	walk
2011/03/12 10:10:30	2011/03/12 10:38:37	subway
2011/03/12 10:38:38	2011/03/12 13:28:25	subway
2011/03/12 13:28:26	2011/03/12 14:50:00	subway
2011/03/19 00:29:13	2011/03/19 00:34:46	walk
2011/03/19 00:34:47	2011/03/19 01:07:54	subway
2011/03/19 01:07:55	2011/03/19 01:14:57	walk
2011/03/19 01:14:58	2011/03/19 01:56:53	subway
2011/03/19 01:56:54	2011/03/19 06:43:49	walk
2011/03/19 06:43:50	2011/03/19 06:52:14	bus
2011/03/19 06:52:15	2011/03/19 08:00:22	walk
2011/03/19 08:00:23	2011/03/19 08:16:05	subway
2011/03/19 08:16:06	2011/03/19 12:55:35	walk
2011/03/20 05:26:22	2011/03/20 05:28:28	walk
2011/03/20 05:28:29	2011/03/20 06:00:05	subway
2011/03/20 06:00:06	2011/03/20 06:06:59	walk
2011/03/20 06:07:00	2011/03/20 06:22:18	subway
2011/03/20 06:22:19	2011/03/20 08:52:27	walk
2011/03/20 10:52:04	2011/03/20 12:32:59	walk
2011/03/20 14:26:23	2011/03/20 14:26:47	subway
2011/03/20 14:26:48	2011/03/20 14:35:34	walk
