Start Time	End Time	Transportation Mode
2007/04/12 05:03:18	2007/04/12 05:34:45	bike
2007/04/12 10:21:16	2007/04/12 14:56:56	bike
2007/04/13 00:53:06	2007/04/13 01:06:15	bike
2007/04/13 05:19:33	2007/04/13 05:27:34	taxi
2007/04/13 07:01:26	2007/04/13 07:18:02	taxi
2007/04/13 14:50:00	2007/04/13 15:05:00	walk
2007/04/14 04:30:12	2007/04/14 04:33:22	walk
2007/04/15 04:09:53	2007/04/15 04:33:58	walk
2007/04/16 01:21:52	2007/04/16 01:33:26	bike
2007/04/16 01:44:30	2007/04/16 01:56:27	bike
2007/04/16 01:57:50	2007/04/16 02:10:55	bike
2007/04/16 04:51:53	2007/04/16 05:05:55	walk
2007/04/16 04:52:35	2007/04/16 05:06:00	walk
2007/04/16 11:28:48	2007/04/16 11:56:46	bike
2007/04/17 00:39:22	2007/04/17 01:00:03	taxi
2007/04/17 01:49:10	2007/04/17 01:56:17	taxi
2007/04/17 01:56:25	2007/04/17 02:03:40	walk
2007/04/17 11:26:29	2007/04/17 14:01:06	walk
2007/04/17 14:15:43	2007/04/17 14:22:27	taxi
2007/04/17 14:22:29	2007/04/17 14:26:51	walk
2007/04/18 01:35:01	2007/04/18 01:46:21	bike
2007/04/18 15:07:11	2007/04/18 15:23:03	bike
2007/04/19 12:24:19	2007/04/19 12:42:00	bike
2007/04/20 00:48:09	2007/04/20 01:01:34	bike
2007/04/20 05:02:23	2007/04/20 05:14:13	walk
2007/04/21 05:24:05	2007/04/21 05:27:30	walk
2007/04/21 05:31:41	2007/04/21 05:42:31	taxi
2007/04/21 08:48:26	2007/04/21 09:17:03	walk
2007/04/21 11:53:36	2007/04/21 12:32:47	walk
2007/04/21 12:16:56	2007/04/21 12:32:47	bike
2007/04/22 01:26:49	2007/04/22 01:35:05	walk
2007/04/22 01:35:08	2007/04/22 03:23:18	car
2007/04/22 03:24:18	2007/04/22 08:24:23	walk
2007/04/22 08:32:44	2007/04/22 09:16:08	car
2007/04/23 01:32:16	2007/04/23 01:39:25	bike
2007/04/23 11:19:11	2007/04/23 11:33:38	bike
2007/04/24 01:08:37	2007/04/24 01:30:18	bike
2007/04/24 04:12:06	2007/04/24 06:27:04	walk
2007/04/24 14:32:33	2007/04/24 14:46:37	bike
2007/04/25 01:20:34	2007/04/25 01:33:33	bike
2007/04/26 01:43:05	2007/04/26 01:55:55	bike
2007/04/26 14:34:31	2007/04/26 14:52:58	bike
2007/04/27 01:55:59	2007/04/27 02:09:37	bike
2007/04/27 15:22:35	2007/04/27 15:41:39	bike
2007/04/28 02:25:14	2007/04/28 02:33:29	bike
2007/04/28 10:23:21	2007/04/28 10:53:50	taxi
2007/04/28 10:53:52	2007/04/28 10:55:19	walk
2007/04/28 15:01:48	2007/04/28 15:03:14	walk
2007/04/28 15:03:15	2007/04/28 15:35:20	taxi
2007/04/28 15:35:22	2007/04/28 15:40:16	walk
2007/04/29 01:36:12	2007/04/29 02:00:10	walk
2007/04/30 01:38:13	2007/04/30 01:51:01	walk
2007/04/30 15:27:47	2007/04/30 15:43:42	bike
2007/05/01 03:42:05	2007/05/01 11:44:32	bike
2007/05/02 06:00:30	2007/05/02 14:42:47	car
2007/05/02 23:30:07	2007/05/03 03:36:22	walk
2007/05/03 03:36:30	2007/05/03 05:47:01	car
2007/05/03 05:20:18	2007/05/03 05:47:01	car
2007/05/03 07:20:18	2007/05/03 11:53:58	car
2007/05/04 01:17:22	2007/05/04 01:43:26	car
2007/05/04 02:41:13	2007/05/04 09:59:12	walk
2007/05/04 09:59:15	2007/05/04 14:27:29	car
2007/05/05 01:51:03	2007/05/05 03:02:13	car
2007/05/05 03:46:22	2007/05/05 07:08:54	walk
2007/05/05 07:08:56	2007/05/05 12:06:16	car
2007/05/05 12:15:33	2007/05/05 13:17:50	walk
2007/05/05 13:17:52	2007/05/05 13:50:11	car
2007/05/06 08:10:58	2007/05/06 08:17:48	walk
2007/05/06 09:00:42	2007/05/06 09:03:02	car
2007/05/07 01:22:43	2007/05/07 01:37:57	walk
2007/05/07 02:47:01	2007/05/07 12:13:33	car
2007/05/09 14:35:36	2007/05/09 14:40:19	bike
2007/05/10 00:52:49	2007/05/10 01:05:04	bike
2007/05/10 10:10:18	2007/05/10 10:16:23	walk
2007/05/10 10:16:23	2007/05/10 10:23:10	subway
2007/05/10 11:01:30	2007/05/10 11:04:56	walk
2007/05/10 14:11:48	2007/05/10 14:26:31	walk
2007/05/11 02:04:49	2007/05/11 02:14:44	taxi
2007/05/12 02:31:23	2007/05/12 04:25:52	bus
2007/05/12 04:26:01	2007/05/12 04:54:34	walk
2007/05/12 05:55:17	2007/05/12 06:09:57	walk
2007/05/12 20:34:35	2007/05/13 04:59:24	taxi
2007/05/13 01:19:25	2007/05/13 01:40:56	taxi
2007/05/13 01:41:00	2007/05/13 04:34:32	walk
2007/05/14 10:43:25	2007/05/14 11:16:17	walk
2007/05/15 00:59:47	2007/05/15 01:04:35	walk
2007/05/15 01:04:36	2007/05/15 01:16:32	bike
2007/05/15 14:44:15	2007/05/15 15:01:35	bike
2007/05/16 01:15:59	2007/05/16 01:26:37	bike
2007/05/16 01:26:38	2007/05/16 01:27:30	walk
2007/05/16 03:54:42	2007/05/16 04:03:26	bike
2007/05/16 04:55:36	2007/05/16 09:54:50	walk
2007/05/16 09:54:53	2007/05/16 10:05:04	subway
2007/05/16 10:05:09	2007/05/16 10:32:32	walk
2007/05/16 13:21:54	2007/05/16 13:57:19	walk
2007/05/16 14:14:55	2007/05/16 14:43:29	walk
2007/05/17 01:53:11	2007/05/17 02:01:38	taxi
2007/05/17 12:43:54	2007/05/17 13:21:33	car
2007/05/18 01:02:23	2007/05/18 01:08:03	taxi
2007/05/18 15:29:31	2007/05/18 15:47:42	bike
2007/05/19 06:50:20	2007/05/19 07:07:48	walk
2007/05/20 00:38:00	2007/05/20 00:48:02	walk
2007/05/20 01:05:12	2007/05/20 03:09:55	car
2007/05/20 03:11:47	2007/05/20 07:18:01	walk
2007/05/20 07:18:02	2007/05/20 07:48:12	car
2007/05/20 07:50:37	2007/05/20 08:35:47	walk
2007/05/20 08:37:57	2007/05/20 10:06:32	car
2007/05/20 11:27:12	2007/05/20 11:46:34	walk
2007/05/20 11:52:39	2007/05/20 12:38:43	car
2007/05/20 12:39:09	2007/05/20 12:45:35	walk
2007/05/21 00:34:26	2007/05/21 00:46:42	bike
2007/05/21 14:02:00	2007/05/21 14:21:58	bike
2007/05/22 02:03:35	2007/05/22 02:10:56	taxi
2007/05/22 13:03:30	2007/05/22 13:11:27	taxi
2007/05/23 00:33:26	2007/05/23 00:46:11	bike
2007/05/23 12:58:01	2007/05/23 13:18:54	bike
2007/05/24 00:38:40	2007/05/24 00:51:17	bike
2007/05/24 00:47:23	2007/05/24 00:59:02	bike
2007/05/24 10:40:17	2007/05/24 11:32:42	walk
2007/05/24 13:53:15	2007/05/24 14:10:00	bike
2007/05/25 15:43:35	2007/05/25 15:59:06	bike
2007/05/28 01:04:48	2007/05/28 01:17:12	bike
2007/05/28 12:36:54	2007/05/28 12:52:04	bike
2007/05/28 13:11:05	2007/05/28 13:25:27	bike
2007/05/29 00:10:36	2007/05/29 00:23:23	bike
2007/05/29 00:23:12	2007/05/29 00:36:28	bike
2007/05/29 12:36:54	2007/05/29 12:52:04	bike
2007/05/30 00:23:12	2007/05/30 00:36:28	bike
2007/05/30 09:04:06	2007/05/30 09:18:46	bike
2007/05/30 09:28:47	2007/05/30 09:38:32	walk
2007/05/30 09:38:42	2007/05/30 09:42:55	subway
2007/05/30 09:43:04	2007/05/30 09:48:53	walk
2007/05/30 10:14:57	2007/05/30 13:47:26	walk
2007/05/30 13:51:00	2007/05/30 14:11:25	taxi
2007/05/30 23:52:29	2007/05/31 00:04:54	bike
2007/05/31 09:05:06	2007/05/31 09:25:32	car
