Start Time	End Time	Transportation Mode
2008/04/30 11:54:39	2008/04/30 11:59:45	walk
2008/04/30 11:59:47	2008/04/30 12:08:23	taxi
2008/04/30 12:08:34	2008/04/30 12:21:03	walk
2008/04/30 15:46:42	2008/04/30 15:58:23	walk
2008/05/01 02:38:16	2008/05/01 02:49:43	walk
2008/05/01 15:53:56	2008/05/01 15:56:26	walk
2008/05/02 00:53:50	2008/05/02 01:07:25	walk
2008/05/02 15:42:51	2008/05/02 15:55:31	walk
2008/05/03 04:39:30	2008/05/03 04:50:12	walk
2008/05/03 15:43:39	2008/05/03 15:57:34	walk
2008/05/05 15:46:31	2008/05/05 15:55:58	walk
2008/05/06 14:22:31	2008/05/06 14:42:54	walk
2008/05/11 03:57:47	2008/05/11 05:00:56	subway
2008/05/11 06:47:07	2008/05/11 07:10:29	walk
2008/05/11 10:01:49	2008/05/11 10:10:29	walk
2008/05/11 14:47:41	2008/05/11 15:51:38	subway
2008/05/12 15:47:00	2008/05/12 15:55:09	walk
2008/05/13 01:50:13	2008/05/13 01:59:22	walk
2008/05/16 17:05:31	2008/05/16 17:28:28	walk
2008/05/17 03:44:35	2008/05/17 03:59:32	walk
2008/05/17 11:21:37	2008/05/17 12:01:57	taxi
2008/05/18 04:23:57	2008/05/18 04:24:57	walk
2008/05/18 05:19:10	2008/05/18 05:29:55	taxi
2008/05/19 00:41:20	2008/05/19 00:54:20	walk
2008/05/19 15:50:27	2008/05/19 15:59:15	walk
2008/05/20 15:46:25	2008/05/20 15:55:21	walk
2008/05/21 01:34:09	2008/05/21 01:46:18	walk
2008/05/22 15:37:40	2008/05/22 15:44:59	walk
2008/05/23 02:11:57	2008/05/23 02:21:42	walk
2008/05/24 01:15:39	2008/05/24 01:29:40	walk
2008/05/24 01:48:22	2008/05/24 01:52:59	walk
2008/05/24 01:56:03	2008/05/24 02:10:53	subway
2008/05/24 02:30:47	2008/05/24 02:31:23	walk
2008/05/24 09:43:03	2008/05/24 09:51:49	subway
2008/05/24 12:40:46	2008/05/24 13:18:10	taxi
2008/05/24 20:47:05	2008/05/24 21:03:15	taxi
2008/05/24 21:03:15	2008/05/24 21:07:04	walk
2008/05/25 10:13:39	2008/05/25 10:14:49	walk
2008/05/26 15:33:47	2008/05/26 15:34:12	walk
2008/05/28 01:00:43	2008/05/28 01:12:46	walk
2008/05/29 01:45:55	2008/05/29 01:57:56	walk
2008/05/30 15:30:09	2008/05/30 15:48:12	walk
2008/05/31 15:53:10	2008/05/31 15:58:11	walk
2008/06/01 15:11:14	2008/06/01 15:15:57	walk
2008/06/03 01:48:17	2008/06/03 01:54:07	walk
2008/06/04 16:04:01	2008/06/04 16:13:57	walk
2008/07/21 14:17:28	2008/07/21 14:37:41	walk
2008/07/21 14:17:28	2008/07/21 14:39:03	walk
2008/07/22 00:32:34	2008/07/22 00:45:21	walk
2008/07/22 00:32:37	2008/07/22 00:45:21	walk
2008/07/23 01:35:53	2008/07/23 01:48:01	walk
2008/07/24 01:24:06	2008/07/24 01:35:56	walk
2008/07/24 15:01:05	2008/07/24 15:24:52	walk
2008/07/25 10:41:36	2008/07/25 15:19:52	car
2008/07/27 05:24:25	2008/07/27 12:39:44	car
2008/07/28 15:06:49	2008/07/28 15:24:39	walk
2008/07/29 00:10:05	2008/07/29 00:21:33	walk
2008/08/03 05:45:53	2008/08/03 05:58:23	walk
2008/08/04 01:55:54	2008/08/04 02:11:40	walk
2008/08/05 15:21:36	2008/08/05 15:34:50	walk
2008/08/06 01:42:29	2008/08/06 01:48:47	walk
2008/08/07 00:54:59	2008/08/07 01:05:21	walk
2008/08/08 05:05:35	2008/08/08 06:33:47	walk
2008/08/09 02:15:23	2008/08/09 02:23:25	walk
2008/08/09 14:41:53	2008/08/09 15:23:13	walk
2008/08/09 19:31:35	2008/08/09 20:10:23	walk
2008/08/14 02:34:30	2008/08/14 02:48:12	walk
2008/08/15 02:41:04	2008/08/15 02:53:37	walk
2008/08/16 01:30:55	2008/08/16 01:44:29	walk
2008/08/16 01:44:31	2008/08/16 02:05:29	bus
2008/08/16 02:05:31	2008/08/16 02:07:23	walk
2008/08/16 11:07:08	2008/08/16 11:29:24	taxi
2008/08/16 11:31:20	2008/08/16 11:54:44	walk
2008/08/16 12:26:44	2008/08/16 12:35:02	walk
2008/08/16 12:35:02	2008/08/16 12:39:14	taxi
2008/08/17 05:21:06	2008/08/17 05:49:42	walk
2008/08/18 02:21:35	2008/08/18 02:33:27	walk
2008/08/18 13:23:30	2008/08/18 13:37:32	walk
2008/08/19 02:06:53	2008/08/19 02:18:17	walk
2008/08/19 02:20:54	2008/08/19 02:35:48	walk
2008/08/19 04:02:14	2008/08/19 04:13:56	walk
2008/08/19 05:17:42	2008/08/19 05:34:16	walk
2008/08/19 15:02:59	2008/08/19 15:14:43	walk
2008/08/20 15:25:00	2008/08/20 15:39:44	walk
2008/08/21 11:59:35	2008/08/21 12:17:11	walk
2008/08/22 02:24:59	2008/08/22 02:44:15	walk
2008/08/22 13:23:00	2008/08/22 13:42:22	walk
2008/08/24 02:11:00	2008/08/24 02:39:12	bus
2008/08/24 05:53:54	2008/08/24 06:36:40	bus
2008/08/24 08:35:30	2008/08/24 12:29:40	subway
2008/08/25 10:31:28	2008/08/25 13:30:32	walk
2008/08/26 02:16:23	2008/08/26 02:28:49	walk
2008/08/27 01:23:24	2008/08/27 01:34:44	walk
2008/08/29 00:16:28	2008/08/29 00:27:25	walk
