Start Time	End Time	Transportation Mode
2008/03/19 07:11:47	2008/03/19 07:56:22	bus
2008/03/22 00:25:17	2008/03/22 00:33:32	walk
2008/03/22 04:33:35	2008/03/22 04:39:24	walk
2008/03/22 04:39:26	2008/03/22 05:17:19	bus
2008/03/24 00:27:42	2008/03/24 00:42:08	walk
2008/03/24 06:14:01	2008/03/24 06:31:38	bus
2008/03/24 06:31:40	2008/03/24 06:55:20	walk
2008/03/24 06:55:22	2008/03/24 07:07:45	bus
2008/03/24 07:07:47	2008/03/24 07:12:33	walk
2008/03/24 10:05:11	2008/03/24 11:23:25	walk
2008/03/24 11:23:27	2008/03/24 11:36:37	bus
2008/05/17 08:26:35	2008/05/17 08:37:49	walk
2008/05/17 08:37:49	2008/05/17 08:57:39	bus
2008/05/17 08:57:41	2008/05/17 09:16:31	walk
2008/06/26 03:20:07	2008/06/26 03:47:10	walk
2008/06/29 01:54:05	2008/06/29 02:57:32	walk
2008/06/29 05:04:34	2008/06/29 05:24:52	walk
2008/07/03 06:24:14	2008/07/03 06:50:44	walk
2008/07/03 06:50:44	2008/07/03 07:58:00	bus
2008/07/03 12:19:29	2008/07/03 12:35:50	walk
2008/07/05 00:46:29	2008/07/05 00:52:26	bus
2008/07/05 11:21:49	2008/07/05 11:26:10	bus
2008/07/15 11:41:54	2008/07/15 12:04:58	walk
2008/07/15 12:04:58	2008/07/15 12:14:49	bus
2008/07/15 23:49:04	2008/07/15 23:55:30	bus
2008/07/15 23:55:30	2008/07/16 00:04:28	walk
2008/07/17 23:51:11	2008/07/18 00:38:48	bus
2008/07/18 00:38:48	2008/07/18 01:00:49	walk
2008/07/19 00:45:10	2008/07/19 00:49:59	bus
2008/07/19 10:43:15	2008/07/19 11:06:00	bus
2008/07/19 11:06:00	2008/07/19 11:14:42	walk
2008/07/20 23:22:45	2008/07/20 23:33:00	walk
2008/08/04 04:41:05	2008/08/04 05:37:16	bus
2008/08/04 05:37:16	2008/08/04 05:46:31	walk
2008/08/05 23:30:08	2008/08/05 23:37:15	walk
2008/08/05 23:37:15	2008/08/05 23:44:40	bus
2008/08/06 15:58:48	2008/08/06 15:59:59	car
2008/08/06 16:00:00	2008/08/06 16:15:00	car
2008/08/10 23:24:11	2008/08/10 23:47:47	walk
2008/08/10 23:47:47	2008/08/10 23:52:00	bus
2008/08/11 23:45:13	2008/08/11 23:52:39	bus
2008/08/12 23:38:48	2008/08/12 23:44:24	walk
2008/08/12 23:44:24	2008/08/12 23:54:07	bus
