Start Time	End Time	Transportation Mode
2008/01/18 00:27:07	2008/01/18 02:00:23	bus
2008/01/18 09:02:58	2008/01/18 10:53:50	bus
2008/01/19 06:54:26	2008/01/19 06:56:56	walk
2008/01/19 07:01:01	2008/01/19 07:03:41	walk
2008/01/19 07:30:46	2008/01/19 07:34:33	walk
2008/01/19 07:38:38	2008/01/19 07:44:06	walk
2008/01/19 07:48:09	2008/01/19 08:01:23	bus
2008/01/19 09:48:53	2008/01/19 11:05:44	bus
2008/01/19 11:05:49	2008/01/19 11:07:54	bus
2008/02/22 10:33:02	2008/02/22 11:07:20	walk
2008/02/22 11:23:23	2008/02/22 11:30:20	walk
2008/02/23 05:34:00	2008/02/23 06:06:15	bike
2008/02/29 20:55:29	2008/02/29 21:21:13	walk
2008/03/01 03:43:04	2008/03/01 04:01:21	walk
2008/03/01 12:03:17	2008/03/01 13:03:19	walk
2008/03/01 13:03:19	2008/03/01 13:13:52	bus
2008/03/19 00:36:08	2008/03/19 00:50:02	bus
2008/03/19 05:41:54	2008/03/19 06:57:26	bus
2008/03/19 07:21:31	2008/03/19 08:41:35	bus
2008/03/19 08:41:35	2008/03/19 08:48:27	walk
