Start Time	End Time	Transportation Mode
2008/05/19 16:25:54	2008/05/19 16:29:22	walk
2008/05/21 02:21:37	2008/05/21 02:25:04	walk
2008/05/22 01:30:09	2008/05/22 01:33:51	walk
2008/05/29 01:55:59	2008/05/29 01:59:25	walk
2008/05/30 12:11:16	2008/05/30 12:49:49	bus
2008/06/03 16:34:33	2008/06/03 16:38:17	walk
2008/06/05 16:25:39	2008/06/05 16:30:17	walk
2008/06/12 02:06:45	2008/06/12 02:07:33	walk
2008/06/19 23:03:15	2008/06/19 23:06:37	walk
2008/06/21 04:46:12	2008/06/21 04:53:14	walk
2008/06/24 01:08:39	2008/06/24 01:12:05	walk
2008/06/24 17:04:01	2008/06/24 17:08:26	walk
2008/06/25 02:00:09	2008/06/25 02:03:46	walk
2008/06/29 07:23:09	2008/06/29 10:28:59	walk
2008/06/29 11:14:31	2008/06/29 12:04:10	walk
2008/06/29 16:57:29	2008/06/29 17:00:54	walk
2008/06/30 15:30:16	2008/06/30 15:30:31	walk
2008/07/02 01:55:57	2008/07/02 01:58:53	walk
2008/07/02 16:12:44	2008/07/02 16:16:53	walk
2008/07/05 06:54:53	2008/07/05 06:58:01	walk
2008/07/07 02:00:57	2008/07/07 02:04:39	walk
2008/07/08 02:06:57	2008/07/08 02:10:47	walk
2008/07/10 01:59:48	2008/07/10 02:00:48	walk
2008/07/10 10:08:37	2008/07/10 10:10:30	walk
2008/07/10 16:49:09	2008/07/10 16:53:27	walk
2008/07/11 02:13:03	2008/07/11 02:16:32	walk
2008/07/11 11:01:12	2008/07/11 11:02:45	walk
2008/07/13 09:37:27	2008/07/13 09:57:33	walk
2008/07/15 12:58:09	2008/07/15 14:47:01	walk
2008/07/15 16:57:03	2008/07/15 17:02:08	walk
2008/07/16 01:40:39	2008/07/16 01:44:03	walk
2008/07/16 10:19:31	2008/07/16 11:30:18	walk
2008/07/16 13:54:16	2008/07/16 14:16:50	walk
2008/07/16 16:55:48	2008/07/16 16:59:52	walk
2008/07/17 01:42:09	2008/07/17 01:42:42	walk
2008/07/17 17:52:19	2008/07/17 18:00:41	walk
2008/07/18 01:55:03	2008/07/18 01:58:28	walk
2008/07/20 16:29:39	2008/07/20 16:42:37	walk
2008/07/22 02:05:32	2008/07/22 02:17:09	walk
2008/07/22 17:06:39	2008/07/22 17:17:53	walk
2008/07/24 01:51:33	2008/07/24 02:02:53	walk
2008/07/24 16:25:41	2008/07/24 16:29:32	walk
2008/07/25 01:50:17	2008/07/25 02:02:22	walk
2008/07/25 16:17:07	2008/07/25 16:17:50	walk
2008/07/29 16:03:09	2008/07/29 16:16:44	walk
2008/07/30 02:03:07	2008/07/30 02:10:30	walk
2008/07/30 16:42:39	2008/07/30 16:55:21	walk
2008/07/31 01:54:16	2008/07/31 02:05:52	walk
2008/07/31 16:20:08	2008/07/31 16:31:00	walk
2008/08/01 02:04:33	2008/08/01 02:11:44	walk
2008/08/02 06:38:22	2008/08/02 06:38:28	walk
2008/08/03 05:45:31	2008/08/03 06:08:09	walk
2008/08/03 16:05:09	2008/08/03 16:05:50	walk
2008/08/04 02:14:27	2008/08/04 02:28:15	walk
