Start Time	End Time	Transportation Mode
2007/04/29 12:34:24	2007/04/29 12:53:45	taxi
2007/04/29 22:27:11	2007/04/30 04:28:00	car
2007/04/30 04:28:03	2007/04/30 06:49:39	car
2007/04/30 07:21:01	2007/04/30 14:46:04	car
2007/05/01 01:03:11	2007/05/01 02:30:34	car
2007/05/01 02:31:23	2007/05/01 04:00:09	car
2007/05/01 06:04:45	2007/05/01 06:08:57	car
2007/05/01 06:09:24	2007/05/01 10:27:00	walk
2007/05/01 10:27:34	2007/05/01 11:04:33	car
2007/05/01 12:32:19	2007/05/01 14:15:27	walk
2007/05/02 00:09:24	2007/05/02 01:31:41	car
2007/05/02 01:32:10	2007/05/02 02:40:20	walk
2007/05/02 02:41:58	2007/05/02 03:10:35	car
2007/05/02 03:12:25	2007/05/02 03:33:20	walk
2007/05/02 04:00:24	2007/05/02 04:13:19	car
2007/05/03 00:59:08	2007/05/03 04:00:00	walk
2007/05/03 04:00:00	2007/05/03 05:11:19	walk
2007/05/03 23:50:21	2007/05/04 03:47:34	walk
