Start Time	End Time	Transportation Mode
2008/04/02 09:42:47	2008/04/02 09:58:17	walk
2008/04/02 09:58:20	2008/04/02 10:28:21	bus
2008/04/04 00:59:00	2008/04/04 01:52:00	bike
2008/04/04 01:52:55	2008/04/04 02:16:37	walk
2008/04/04 03:21:52	2008/04/04 03:35:07	walk
2008/04/04 03:35:09	2008/04/04 04:40:00	bike
2008/04/05 04:45:00	2008/04/05 04:51:50	walk
2008/04/05 05:04:29	2008/04/05 05:23:32	walk
2008/04/05 10:39:00	2008/04/05 10:58:11	walk
2008/04/05 11:05:00	2008/04/05 11:41:00	walk
2008/04/05 12:33:00	2008/04/05 12:55:00	walk
2008/04/05 14:26:00	2008/04/05 15:09:00	walk
2008/04/05 15:09:00	2008/04/05 15:14:00	taxi
2008/04/05 15:14:01	2008/04/05 15:21:00	walk
2008/04/14 08:39:11	2008/04/14 08:43:12	walk
2008/04/14 08:43:14	2008/04/14 09:14:19	bus
2008/04/14 09:14:20	2008/04/14 09:24:22	walk
2008/04/14 12:51:15	2008/04/14 12:55:18	walk
2008/04/14 12:55:20	2008/04/14 13:21:31	bus
2008/04/14 13:21:32	2008/04/14 13:26:55	walk
2008/04/22 11:11:54	2008/04/22 11:22:10	walk
2008/04/22 11:22:12	2008/04/22 11:53:10	bus
2008/04/22 14:28:00	2008/04/22 14:40:00	taxi
2008/04/26 10:56:57	2008/04/26 11:02:43	walk
2008/04/26 11:02:44	2008/04/26 11:14:13	bus
2008/04/26 11:14:13	2008/04/26 11:25:13	walk
2008/04/26 11:32:13	2008/04/26 12:02:00	walk
2008/04/26 13:24:31	2008/04/26 13:34:10	walk
2008/04/26 13:34:12	2008/04/26 14:09:19	bus
2008/04/27 06:03:48	2008/04/27 06:26:25	walk
2008/04/27 06:26:27	2008/04/27 06:40:32	bus
2008/04/27 06:40:34	2008/04/27 06:52:59	walk
2008/04/27 07:46:46	2008/04/27 08:28:21	walk
2008/04/30 23:55:34	2008/05/01 00:14:21	bike
2008/05/01 00:18:07	2008/05/01 00:33:25	train
2008/05/01 00:33:28	2008/05/01 00:56:00	walk
2008/05/01 00:57:00	2008/05/01 07:15:55	train
2008/05/01 07:15:55	2008/05/01 08:05:45	bus
2008/05/01 08:08:55	2008/05/01 08:16:27	walk
2008/05/01 09:12:17	2008/05/01 09:24:51	walk
2008/05/02 00:10:29	2008/05/02 00:24:04	walk
2008/05/02 00:37:18	2008/05/02 00:44:06	walk
