Start Time	End Time	Transportation Mode
2011/08/29 10:12:57	2011/08/29 11:58:37	walk
2011/08/30 00:15:21	2011/08/30 01:10:59	walk
2011/08/30 11:40:33	2011/08/30 11:47:28	walk
2011/08/30 11:47:29	2011/08/30 12:01:06	subway
2011/08/30 12:01:07	2011/08/30 12:07:08	walk
2011/08/31 00:30:53	2011/08/31 00:51:40	walk
2011/09/02 10:09:34	2011/09/02 11:01:01	walk
2011/09/02 11:01:02	2011/09/02 11:24:52	subway
2011/09/02 11:24:53	2011/09/02 12:25:59	walk
2011/09/03 04:16:21	2011/09/03 04:35:32	walk
2011/09/03 04:35:33	2011/09/03 04:47:21	bus
2011/09/03 04:47:22	2011/09/03 06:23:44	walk
2011/09/03 06:23:45	2011/09/03 06:46:56	subway
2011/09/03 06:46:57	2011/09/03 06:55:43	walk
2011/09/05 00:15:51	2011/09/05 00:56:55	walk
2011/09/08 00:15:58	2011/09/08 01:00:18	walk
2011/09/08 10:13:51	2011/09/08 10:22:14	walk
2011/09/08 10:22:15	2011/09/08 10:35:03	subway
2011/09/08 10:35:04	2011/09/08 10:49:28	walk
2011/09/09 09:51:52	2011/09/09 11:44:56	walk
2011/09/09 11:44:57	2011/09/09 11:51:20	bus
2011/09/09 11:51:21	2011/09/09 12:34:49	walk
2011/09/10 05:00:22	2011/09/10 05:21:31	walk
2011/09/10 05:21:32	2011/09/10 05:52:45	subway
2011/09/10 05:52:46	2011/09/10 08:03:57	walk
2011/09/10 08:03:58	2011/09/10 08:18:53	bus
2011/09/10 08:18:54	2011/09/10 08:26:21	walk
2011/09/10 08:26:22	2011/09/10 09:00:33	bus
2011/09/10 09:00:34	2011/09/10 09:10:46	walk
2011/09/11 11:07:34	2011/09/11 11:20:45	walk
2011/09/11 11:20:46	2011/09/11 11:23:25	subway
2011/09/11 11:23:26	2011/09/11 11:37:33	walk
2011/09/17 10:25:33	2011/09/17 10:28:24	walk
2011/09/17 10:28:25	2011/09/17 10:37:00	bus
2011/09/17 10:37:01	2011/09/17 10:41:54	walk
2011/09/18 08:20:58	2011/09/18 08:28:25	walk
2011/09/18 08:28:26	2011/09/18 08:41:13	bus
2011/09/18 08:41:14	2011/09/18 10:12:56	walk
2011/09/19 00:13:52	2011/09/19 00:48:21	walk
2011/09/23 10:22:03	2011/09/23 10:30:02	walk
2011/09/23 10:30:03	2011/09/23 10:44:58	bus
2011/09/23 10:44:59	2011/09/23 10:53:37	walk
2011/09/24 05:34:51	2011/09/24 05:38:18	walk
2011/09/24 05:38:19	2011/09/24 05:48:26	bus
2011/09/24 05:48:27	2011/09/24 06:27:39	walk
2011/09/24 06:27:40	2011/09/24 06:36:43	bus
2011/09/24 06:36:44	2011/09/24 06:44:10	walk
2011/09/25 07:07:45	2011/09/25 07:13:04	walk
2011/09/25 07:13:05	2011/09/25 07:42:52	subway
2011/09/25 07:42:53	2011/09/25 11:24:13	walk
2011/09/25 11:24:14	2011/09/25 11:47:18	subway
2011/09/25 11:47:19	2011/09/25 11:55:33	walk
2011/09/26 00:14:03	2011/09/26 00:47:19	walk
2011/09/26 12:34:03	2011/09/26 13:02:09	walk
2011/09/26 13:02:10	2011/09/26 13:06:41	bus
2011/09/26 13:06:42	2011/09/26 13:13:50	walk
2011/09/27 00:15:25	2011/09/27 00:43:33	walk
2011/09/27 12:08:51	2011/09/27 12:17:26	bus
2011/09/27 12:17:27	2011/09/27 12:24:28	walk
2011/09/28 00:09:39	2011/09/28 00:12:26	walk
2011/09/28 00:12:27	2011/09/28 00:24:18	bus
2011/09/28 00:24:19	2011/09/28 00:33:02	walk
2011/09/28 10:20:28	2011/09/28 10:49:47	bus
2011/09/28 10:49:48	2011/09/28 11:26:24	walk
2011/09/28 11:26:25	2011/09/28 11:32:32	bus
2011/09/28 11:32:33	2011/09/28 11:42:41	walk
2011/09/29 00:10:57	2011/09/29 00:45:16	walk
2011/09/29 10:45:47	2011/09/29 12:41:22	walk
2011/10/08 00:17:27	2011/10/08 00:52:50	walk
2011/10/08 08:30:33	2011/10/08 10:45:17	walk
2011/10/08 10:45:18	2011/10/08 11:05:03	subway
2011/10/08 11:05:04	2011/10/08 11:30:43	walk
2011/10/09 00:46:21	2011/10/09 00:54:20	walk
2011/10/09 00:54:21	2011/10/09 01:04:28	bus
2011/10/09 01:04:29	2011/10/09 01:13:38	walk
2011/10/09 11:23:51	2011/10/09 11:29:35	walk
2011/10/09 11:29:36	2011/10/09 11:37:27	bus
2011/10/09 11:37:28	2011/10/09 11:46:43	walk
2011/10/10 00:19:33	2011/10/10 00:56:36	walk
2011/10/10 10:46:11	2011/10/10 10:55:46	walk
2011/10/10 10:55:47	2011/10/10 11:12:34	bus
2011/10/10 11:12:35	2011/10/10 14:06:35	walk
2011/10/10 14:06:36	2011/10/10 14:08:59	subway
2011/10/10 14:09:00	2011/10/10 14:29:08	walk
2011/10/11 00:55:51	2011/10/11 01:09:34	bus
2011/10/11 01:09:35	2011/10/11 01:17:50	walk
2011/10/11 11:43:23	2011/10/11 11:55:14	bus
2011/10/11 11:55:15	2011/10/11 12:01:43	walk
2011/10/12 11:47:33	2011/10/12 11:53:00	walk
2011/10/12 11:53:01	2011/10/12 12:02:52	bus
2011/10/12 12:02:53	2011/10/12 12:10:09	walk
2011/10/13 01:10:41	2011/10/13 01:24:48	bus
2011/10/13 01:24:49	2011/10/13 01:31:55	walk
2011/10/14 00:12:51	2011/10/14 00:49:51	walk
2011/10/22 03:18:03	2011/10/22 05:05:48	walk
2011/10/22 05:05:49	2011/10/22 05:50:36	bus
2011/10/22 05:50:37	2011/10/22 08:05:00	walk
2011/10/22 08:05:01	2011/10/22 08:47:40	bus
2011/10/22 08:47:41	2011/10/22 09:47:40	walk
2011/10/23 00:10:58	2011/10/23 00:44:01	walk
2011/10/23 00:44:02	2011/10/23 02:26:43	bus
2011/10/23 02:26:44	2011/10/23 04:00:42	walk
2011/10/23 04:00:43	2011/10/23 04:38:30	bus
