Start Time	End Time	Transportation Mode
2007/10/19 05:23:15	2007/10/19 05:51:00	taxi
2007/10/19 05:52:18	2007/10/19 09:39:28	walk
2007/10/19 11:18:44	2007/10/19 11:53:40	taxi
2007/10/19 12:48:26	2007/10/19 13:03:12	bus
2007/10/19 13:04:12	2007/10/19 13:18:10	walk
2007/10/20 01:23:37	2007/10/20 01:31:20	walk
2007/10/20 01:34:01	2007/10/20 02:30:01	bus
2007/10/20 02:43:02	2007/10/20 02:52:37	walk
2007/10/21 07:21:53	2007/10/21 08:12:37	bus
2007/10/21 10:54:51	2007/10/21 10:55:51	walk
2007/10/21 11:42:13	2007/10/21 11:56:17	subway
2007/10/22 01:47:04	2007/10/22 01:56:45	bus
