Start Time	End Time	Transportation Mode
2008/05/02 03:29:34	2008/05/02 05:56:21	walk
2008/05/02 05:56:21	2008/05/02 06:30:37	bus
2008/05/02 06:30:37	2008/05/02 08:39:08	walk
2008/05/02 08:39:08	2008/05/02 08:56:44	bus
2008/05/02 08:56:44	2008/05/02 11:13:27	walk
2008/05/02 10:52:51	2008/05/02 11:25:32	walk
2008/05/02 11:13:27	2008/05/02 12:22:15	walk
2008/05/02 11:13:27	2008/05/02 12:15:01	bus
2008/05/02 11:25:34	2008/05/02 12:23:58	car
2008/05/03 14:37:38	2008/05/03 15:39:38	car
2008/05/05 03:56:22	2008/05/05 05:02:26	bike
2008/05/06 05:05:33	2008/05/06 05:31:52	bike
2008/05/06 09:44:04	2008/05/06 10:51:06	bike
2008/05/10 01:42:58	2008/05/10 01:49:14	bike
2008/05/10 01:49:14	2008/05/10 02:12:05	walk
2008/05/10 02:12:05	2008/05/10 02:55:34	bus
2008/05/10 02:55:34	2008/05/10 09:45:49	walk
2008/06/27 01:17:40	2008/06/27 01:29:22	bike
2008/06/27 01:29:22	2008/06/27 01:59:36	bus
2008/06/27 01:59:36	2008/06/27 02:10:14	walk
2008/06/27 05:36:35	2008/06/27 06:00:36	bus
