Start Time	End Time	Transportation Mode
2007/04/12 10:21:16	2007/04/12 14:56:56	bike
2007/04/13 00:53:06	2007/04/13 01:06:15	bus
2008/07/30 14:36:06	2008/07/30 14:42:57	walk
2008/07/31 11:03:53	2008/07/31 11:23:29	walk
2008/07/31 12:38:08	2008/07/31 12:44:23	walk
2008/07/31 12:44:25	2008/07/31 13:10:51	subway
2008/07/31 13:10:53	2008/07/31 13:19:41	walk
2008/08/01 05:10:36	2008/08/01 06:45:34	taxi
2008/08/01 05:45:36	2008/08/01 06:01:14	walk
2008/08/02 09:44:30	2008/08/02 11:28:50	walk
2008/08/03 03:07:35	2008/08/03 04:08:07	walk
2008/08/17 03:56:36	2008/08/17 04:34:56	car
2008/08/17 07:42:29	2008/08/17 09:46:05	car
2009/03/07 14:12:58	2009/03/07 14:19:59	walk
2009/03/10 10:48:35	2009/03/10 11:26:35	walk
2009/03/10 13:12:46	2009/03/10 13:19:15	walk
2009/03/10 13:19:19	2009/03/10 13:45:43	subway
2009/03/10 13:45:46	2009/03/10 13:53:13	walk
2009/03/11 00:59:43	2009/03/11 13:15:58	subway
2009/03/11 01:04:24	2009/03/11 01:12:00	walk
2009/03/11 01:12:03	2009/03/11 01:42:53	subway
2009/03/11 01:42:56	2009/03/11 01:44:05	walk
2009/03/11 10:50:59	2009/03/11 10:55:43	walk
2009/03/11 10:55:46	2009/03/11 11:20:22	subway
2009/03/11 11:20:25	2009/03/11 12:59:40	walk
2009/03/11 13:16:01	2009/03/11 13:22:22	walk
2009/03/12 01:05:34	2009/03/12 01:17:34	walk
2009/03/12 01:17:37	2009/03/12 01:45:31	subway
2009/03/12 01:45:43	2009/03/12 01:51:49	walk
2009/03/16 13:20:24	2009/03/16 14:08:00	walk
2009/03/16 14:08:03	2009/03/16 14:34:24	subway
2009/03/16 14:34:27	2009/03/16 14:55:36	walk
2009/03/17 00:46:34	2009/03/17 01:12:28	subway
2009/03/18 01:12:31	2009/03/18 01:16:34	walk
2009/03/18 14:00:04	2009/03/18 14:07:55	walk
2009/03/18 14:07:58	2009/03/18 14:34:18	subway
2009/03/18 14:34:23	2009/03/18 14:42:02	walk
2009/03/19 00:31:52	2009/03/19 00:38:26	walk
2009/03/19 00:38:28	2009/03/19 01:06:02	subway
2009/03/19 01:06:07	2009/03/19 01:11:08	walk
2009/03/19 13:40:58	2009/03/19 13:50:18	walk
2009/03/19 13:50:23	2009/03/19 14:17:00	subway
2009/03/19 14:17:05	2009/03/19 14:28:29	walk
2009/03/20 01:23:52	2009/03/20 01:29:36	walk
