Start Time	End Time	Transportation Mode
2008/05/09 10:08:06	2008/05/09 10:31:01	bike
2008/05/10 00:14:34	2008/05/10 00:43:44	bike
2008/05/10 02:50:52	2008/05/10 03:05:51	bike
2008/05/10 03:05:53	2008/05/10 03:43:14	bus
2008/05/10 03:43:16	2008/05/10 03:54:27	walk
2008/05/10 07:11:34	2008/05/10 07:44:04	subway
2008/05/10 13:36:34	2008/05/10 14:00:01	bike
2008/05/11 02:50:52	2008/05/11 03:03:09	bike
2008/05/11 03:03:11	2008/05/11 03:48:34	bus
2008/05/11 03:48:36	2008/05/11 03:54:27	walk
2008/05/22 15:08:59	2008/05/22 15:40:12	bike
2008/05/23 01:40:00	2008/05/23 02:40:00	bus
2008/05/23 02:40:02	2008/05/23 05:25:00	walk
2008/05/23 05:25:02	2008/05/23 05:50:00	bus
2008/05/23 05:50:02	2008/05/23 07:10:00	walk
2008/05/23 08:38:00	2008/05/23 09:47:00	bus
2008/05/23 12:13:00	2008/05/23 12:50:00	bus
2008/05/23 13:54:00	2008/05/23 15:59:00	walk
2008/05/24 02:14:00	2008/05/24 02:26:00	bike
2008/05/24 03:26:00	2008/05/24 04:37:00	bus
2008/05/24 04:37:02	2008/05/24 04:47:00	walk
2008/05/30 00:16:35	2008/05/30 00:40:53	bike
2008/05/30 06:50:00	2008/05/30 07:41:00	subway
2008/05/30 14:24:23	2008/05/30 15:04:14	bus
2008/05/31 13:06:34	2008/05/31 13:17:00	walk
2008/05/31 13:17:02	2008/05/31 13:21:40	subway
2008/05/31 13:21:42	2008/05/31 13:50:36	walk
2008/05/31 16:05:09	2008/05/31 16:29:51	bus
2008/05/31 16:58:13	2008/05/31 17:21:54	bus
2008/06/02 16:40:23	2008/06/02 16:49:03	walk
2008/06/02 16:49:05	2008/06/02 16:51:30	subway
2008/06/02 16:51:32	2008/06/02 17:22:40	bike
2008/06/04 16:20:53	2008/06/04 16:26:31	car
2008/06/04 16:26:33	2008/06/04 16:28:31	walk
2008/06/05 05:36:30	2008/06/05 05:44:52	car
2008/06/05 05:44:54	2008/06/05 05:45:24	walk
2008/06/07 09:46:17	2008/06/07 09:48:27	walk
2008/06/07 09:48:30	2008/06/07 10:01:23	bus
2008/06/07 10:01:25	2008/06/07 10:11:51	walk
2008/06/07 12:13:36	2008/06/07 12:31:49	walk
2008/06/07 12:56:49	2008/06/07 13:07:12	walk
2008/06/07 13:07:12	2008/06/07 13:27:45	bus
2008/06/07 13:27:47	2008/06/07 15:43:01	bike
2008/06/08 01:16:16	2008/06/08 01:43:57	bike
2008/06/19 23:52:46	2008/06/20 00:23:43	bike
2008/06/20 00:23:43	2008/06/20 00:48:41	bus
2008/06/20 00:48:41	2008/06/20 00:57:05	walk
2008/06/21 06:48:12	2008/06/21 06:57:47	subway
2008/06/21 06:57:47	2008/06/21 07:04:12	walk
2008/06/21 07:30:14	2008/06/21 07:33:50	walk
2008/06/21 13:53:27	2008/06/21 14:01:04	walk
2008/06/21 14:01:06	2008/06/21 14:09:21	subway
2008/06/21 14:09:23	2008/06/21 14:16:35	walk
2008/06/21 14:16:37	2008/06/21 14:26:36	bike
2008/06/21 16:38:35	2008/06/21 16:44:55	subway
2008/06/22 04:29:09	2008/06/22 04:38:35	bike
2008/06/22 06:48:33	2008/06/22 06:54:22	subway
2008/06/22 06:54:24	2008/06/22 06:59:28	walk
2008/07/21 09:33:04	2008/07/21 10:24:53	bike
2008/07/22 00:43:29	2008/07/22 00:55:28	bike
2008/07/22 03:03:05	2008/07/22 03:47:43	walk
2008/07/22 09:02:05	2008/07/22 09:34:40	walk
2008/07/23 09:01:54	2008/07/23 09:24:06	walk
2008/07/24 03:24:35	2008/07/24 03:49:19	walk
2008/07/24 09:19:54	2008/07/24 09:28:08	bike
2008/07/24 09:28:08	2008/07/24 13:34:38	bus
2008/07/25 03:46:06	2008/07/25 03:47:56	walk
2008/07/25 09:16:04	2008/07/25 11:59:15	bus
2008/07/25 16:00:00	2008/07/25 16:30:00	walk
2008/07/26 15:45:35	2008/07/26 15:59:59	walk
2008/07/27 09:10:36	2008/07/27 09:32:34	walk
2008/07/28 08:33:04	2008/07/28 08:50:27	bike
2008/07/30 08:44:06	2008/07/30 09:17:21	bike
2008/07/30 09:17:21	2008/07/30 09:54:10	bus
2008/07/30 09:54:12	2008/07/30 10:01:18	walk
