Start Time	End Time	Transportation Mode
2007/09/03 07:15:54	2007/09/03 07:18:58	bus
2007/09/03 08:21:04	2007/09/03 08:34:10	walk
2007/09/04 07:41:21	2007/09/04 07:48:20	walk
2007/09/04 08:07:56	2007/09/04 08:30:07	taxi
2007/09/04 08:30:07	2007/09/04 08:56:28	walk
2007/09/04 14:24:53	2007/09/04 14:25:58	taxi
2007/09/04 14:25:58	2007/09/04 14:59:06	walk
2007/09/04 14:59:06	2007/09/04 15:05:45	taxi
2007/09/05 05:13:52	2007/09/05 05:24:49	walk
2007/09/05 05:27:17	2007/09/05 05:41:25	taxi
2007/09/05 05:42:44	2007/09/05 06:49:52	walk
2007/09/05 06:56:19	2007/09/05 07:17:15	bus
2007/09/05 11:02:30	2007/09/05 11:04:45	walk
2007/09/05 11:38:54	2007/09/05 11:57:54	walk
2007/09/06 23:45:02	2007/09/06 23:54:40	bus
2007/09/07 00:30:06	2007/09/07 00:35:00	walk
2007/09/07 00:44:47	2007/09/07 00:58:49	walk
2007/09/13 04:52:00	2007/09/13 05:19:00	bike
2007/09/13 06:21:58	2007/09/13 06:55:47	bike
2007/09/14 00:42:03	2007/09/14 00:45:21	bike
2007/09/14 14:43:45	2007/09/14 14:55:00	bus
2007/09/19 00:35:51	2007/09/19 00:43:45	bike
2007/09/20 14:43:58	2007/09/20 14:55:00	bike
2007/09/21 00:31:10	2007/09/21 00:38:47	bike
2007/09/21 03:38:54	2007/09/21 03:48:13	bike
2007/09/22 00:24:11	2007/09/22 00:46:27	bike
2007/09/22 03:59:03	2007/09/22 04:11:36	bike
2007/09/22 04:56:33	2007/09/22 05:28:46	walk
2007/10/02 14:25:15	2007/10/02 14:45:18	walk
2007/10/03 07:58:04	2007/10/03 11:54:19	walk
2007/10/03 23:02:34	2007/10/04 03:48:33	car
2007/10/04 03:54:14	2007/10/04 07:17:45	walk
2007/10/06 00:41:11	2007/10/06 14:29:54	bike
2007/10/07 07:12:23	2007/10/07 10:07:34	walk
2007/10/07 10:08:55	2007/10/07 10:22:29	bus
2007/10/07 10:25:15	2007/10/07 10:41:43	walk
2007/10/08 00:42:34	2007/10/08 14:51:04	bike
2007/10/09 00:26:41	2007/10/09 00:40:32	bike
