Start Time	End Time	Transportation Mode
2008/05/02 03:29:34	2008/05/02 05:13:28	walk
2008/05/02 06:37:11	2008/05/02 11:13:51	walk
2008/05/02 11:13:51	2008/05/02 12:03:36	bus
2008/05/03 11:37:26	2008/05/03 13:34:58	car
2008/05/06 05:18:52	2008/05/06 05:31:23	bus
2008/05/06 09:43:57	2008/05/06 10:49:34	bus
2008/05/06 10:49:34	2008/05/06 10:52:06	bike
2008/05/16 10:29:28	2008/05/16 10:35:37	bike
2008/05/16 10:35:37	2008/05/16 10:44:13	walk
2008/05/16 10:44:13	2008/05/16 10:57:33	bike
2008/05/16 13:03:05	2008/05/16 13:48:42	walk
2008/05/16 13:48:42	2008/05/16 14:11:31	bike
2008/06/27 01:17:40	2008/06/27 01:29:22	bike
2008/06/27 01:29:22	2008/06/27 01:59:36	bus
2008/06/27 01:59:36	2008/06/27 02:10:14	walk
2008/06/27 05:36:35	2008/06/27 06:00:36	bus
