Start Time	End Time	Transportation Mode
2007/06/21 12:21:40	2007/06/21 12:28:34	walk
2007/06/22 14:28:15	2007/06/22 14:32:13	walk
2007/06/22 14:35:42	2007/06/22 14:55:12	train
2007/06/22 14:57:55	2007/06/22 15:07:43	walk
2007/06/25 01:27:39	2007/06/25 01:35:28	walk
2007/06/27 10:53:28	2007/06/27 11:13:00	train
2007/06/27 11:13:18	2007/06/27 11:31:43	walk
2007/06/29 02:27:24	2007/06/29 02:32:00	train
2007/06/29 02:32:10	2007/06/29 02:35:49	walk
2007/06/29 15:02:21	2007/06/29 15:08:50	walk
2007/06/29 15:29:58	2007/06/29 15:43:36	walk
2007/07/04 02:27:58	2007/07/04 02:35:07	walk
2007/07/04 02:36:43	2007/07/04 02:59:11	train
2007/07/04 02:59:20	2007/07/04 03:03:00	walk
2007/07/04 11:45:33	2007/07/04 11:55:33	walk
