Start Time	End Time	Transportation Mode
2008/08/20 12:09:17	2008/08/20 12:45:05	walk
2008/08/20 12:45:05	2008/08/20 13:00:25	subway
2008/08/20 13:00:25	2008/08/20 13:07:25	walk
2008/08/20 13:07:25	2008/08/20 13:12:59	bus
2008/08/20 13:13:59	2008/08/20 13:24:23	walk
2008/08/21 08:21:38	2008/08/21 08:24:16	walk
2008/08/21 08:24:16	2008/08/21 08:33:46	bus
2008/08/21 08:33:46	2008/08/21 08:49:04	walk
2008/08/21 09:02:08	2008/08/21 09:13:06	bus
2008/08/21 09:13:06	2008/08/21 09:16:00	walk
2008/08/21 09:16:00	2008/08/21 09:52:06	bus
2008/08/21 09:52:06	2008/08/21 10:01:54	walk
2008/08/21 10:01:54	2008/08/21 10:08:54	bus
2008/08/21 10:08:54	2008/08/21 10:25:52	walk
2008/08/21 10:25:52	2008/08/21 11:19:32	bus
2008/08/21 10:25:52	2008/08/21 11:19:34	bus
2008/08/21 11:19:34	2008/08/21 12:17:37	walk
2008/08/21 12:17:37	2008/08/21 12:22:37	bike
2008/08/21 12:22:37	2008/08/21 12:23:45	walk
2008/08/22 03:34:36	2008/08/22 03:47:04	walk
2008/08/22 03:47:04	2008/08/22 03:56:32	bus
2008/08/22 03:56:32	2008/08/22 04:04:02	walk
2008/08/22 04:04:02	2008/08/22 04:19:28	subway
2008/08/22 04:19:28	2008/08/22 06:05:50	walk
2008/08/22 06:05:50	2008/08/22 07:13:04	bus
2008/08/22 07:13:04	2008/08/22 07:16:42	walk
2008/08/23 01:28:29	2008/08/23 01:40:41	walk
2008/08/23 01:40:41	2008/08/23 01:47:25	bus
2008/08/23 01:47:25	2008/08/23 01:50:33	walk
2008/08/23 01:50:33	2008/08/23 02:25:07	bus
2008/08/23 02:25:07	2008/08/23 02:35:01	walk
2008/08/23 02:35:01	2008/08/23 03:09:33	bike
2008/08/23 03:09:33	2008/08/23 03:19:41	walk
2008/08/23 12:18:59	2008/08/23 12:29:21	bike
2008/08/23 12:29:21	2008/08/23 12:32:21	walk
2008/08/23 12:32:21	2008/08/23 12:45:09	subway
2008/08/23 12:45:09	2008/08/23 12:49:33	walk
2008/08/23 12:49:33	2008/08/23 12:54:33	bus
2008/08/23 12:54:33	2008/08/23 13:05:51	walk
2008/08/24 01:53:36	2008/08/24 01:55:06	walk
2008/08/24 01:55:06	2008/08/24 02:02:08	bus
2008/08/24 02:02:08	2008/08/24 02:09:10	walk
2008/08/24 02:09:10	2008/08/24 02:43:00	bus
2008/08/24 02:43:00	2008/08/24 03:56:42	walk
2008/08/24 05:00:12	2008/08/24 05:06:18	walk
2008/08/24 11:49:59	2008/08/24 12:05:59	bike
2008/08/24 12:05:59	2008/08/24 12:10:01	walk
2008/08/24 12:10:01	2008/08/24 12:22:45	subway
2008/08/24 12:22:45	2008/08/24 12:30:27	walk
2008/08/24 12:30:27	2008/08/24 12:35:59	bus
2008/08/24 12:35:59	2008/08/24 12:45:37	walk
2008/08/27 09:32:32	2008/08/27 09:43:38	walk
2008/08/28 02:14:06	2008/08/28 02:16:14	walk
2008/08/28 02:16:14	2008/08/28 02:22:25	bus
2008/08/28 02:22:25	2008/08/28 02:28:16	walk
2008/08/28 02:28:16	2008/08/28 03:28:36	bus
2008/08/28 03:28:36	2008/08/28 03:33:52	walk
2008/08/28 05:24:05	2008/08/28 05:25:03	walk
2008/08/28 05:25:03	2008/08/28 05:58:51	bus
2008/08/28 05:58:51	2008/08/28 06:03:57	walk
2008/08/28 12:51:19	2008/08/28 13:11:37	bike
2008/08/28 13:11:37	2008/08/28 13:16:29	walk
2008/08/28 13:16:29	2008/08/28 13:28:57	subway
2008/08/28 13:28:57	2008/08/28 13:36:05	walk
2008/08/28 13:28:57	2008/08/28 13:41:45	bus
2008/08/28 13:41:45	2008/08/28 13:52:47	walk
2008/08/30 01:47:05	2008/08/30 01:48:53	walk
2008/08/30 01:48:53	2008/08/30 01:54:51	bus
2008/08/30 01:54:51	2008/08/30 02:07:31	walk
2008/08/30 02:07:31	2008/08/30 02:53:47	bus
2008/08/30 02:53:47	2008/08/30 03:01:49	walk
2008/08/30 03:01:49	2008/08/30 03:15:43	bike
2008/08/30 03:15:43	2008/08/30 03:33:03	walk
2008/08/30 12:02:06	2008/08/30 12:10:30	bike
2008/08/31 09:06:54	2008/08/31 09:23:16	walk
2008/08/31 09:23:16	2008/08/31 09:30:00	bus
2008/08/31 09:30:00	2008/08/31 10:00:40	walk
2008/08/31 10:00:40	2008/08/31 10:06:42	bus
2008/08/31 10:06:42	2008/08/31 10:21:00	walk
