Start Time	End Time	Transportation Mode
2011/02/24 10:57:34	2011/02/24 11:05:59	bus
2011/02/24 11:05:59	2011/02/24 11:12:39	walk
2011/02/24 11:35:59	2011/02/24 11:46:44	walk
2011/02/25 00:35:54	2011/02/25 00:46:34	bus
2011/02/25 00:46:34	2011/02/25 00:58:54	walk
2011/02/25 11:59:55	2011/02/25 12:04:05	walk
2011/02/25 12:16:15	2011/02/25 12:30:45	bus
2011/02/28 00:46:01	2011/02/28 00:57:51	bus
2011/02/28 00:57:51	2011/02/28 01:00:31	walk
2011/02/28 10:54:18	2011/02/28 11:00:28	bus
2011/02/28 11:00:28	2011/02/28 11:07:03	walk
2011/03/01 00:41:02	2011/03/01 00:47:57	walk
2011/03/01 00:47:57	2011/03/01 01:02:37	bus
2011/03/01 01:02:37	2011/03/01 01:08:27	walk
2011/03/01 13:35:45	2011/03/01 13:44:15	walk
2011/03/01 13:44:15	2011/03/01 13:50:40	bus
2011/03/01 13:50:40	2011/03/01 14:01:25	walk
2011/03/02 00:56:29	2011/03/02 01:05:09	walk
2011/03/02 01:05:09	2011/03/02 01:24:49	bus
2011/03/02 01:24:49	2011/03/02 01:29:34	walk
2011/03/03 13:09:05	2011/03/03 13:14:20	walk
2011/03/03 13:14:25	2011/03/03 13:30:25	bus
2011/03/03 13:30:30	2011/03/03 13:38:10	walk
2011/03/04 01:08:53	2011/03/04 01:11:38	walk
2011/03/04 01:11:43	2011/03/04 01:24:40	bus
2011/03/04 01:24:45	2011/03/04 01:30:40	walk
2011/03/05 10:52:08	2011/03/05 10:56:43	bus
2011/03/05 10:56:48	2011/03/05 11:07:18	walk
2011/03/06 02:35:30	2011/03/06 03:08:40	bus
2011/03/06 06:10:15	2011/03/06 06:24:25	walk
2011/03/06 06:24:30	2011/03/06 06:56:35	bus
2011/03/06 06:56:40	2011/03/06 07:08:00	walk
2011/03/06 07:08:05	2011/03/06 07:13:10	bus
2011/03/06 07:13:15	2011/03/06 07:20:25	walk
2011/03/06 11:18:33	2011/03/06 11:42:54	walk
2011/03/06 11:42:59	2011/03/06 11:47:29	bus
2011/03/06 11:47:34	2011/03/06 12:08:04	walk
2011/03/07 01:01:37	2011/03/07 01:13:47	walk
2011/03/07 01:13:53	2011/03/07 01:28:37	bus
2011/03/07 01:28:42	2011/03/07 01:34:22	walk
2011/03/07 11:04:27	2011/03/07 11:19:37	bus
2011/03/07 11:19:42	2011/03/07 11:22:02	walk
2011/03/08 00:51:24	2011/03/08 00:55:24	walk
2011/03/08 00:55:29	2011/03/08 01:04:14	bus
2011/03/08 01:04:19	2011/03/08 01:11:09	walk
2011/03/08 10:20:10	2011/03/08 10:30:15	walk
2011/03/08 10:46:35	2011/03/08 10:53:50	walk
2011/03/09 01:01:05	2011/03/09 01:09:57	walk
2011/03/09 01:10:02	2011/03/09 01:19:42	bus
2011/03/09 01:19:47	2011/03/09 01:23:42	walk
2011/03/09 11:00:01	2011/03/09 11:34:53	bus
2011/03/09 11:34:58	2011/03/09 11:38:13	walk
2011/03/10 00:53:51	2011/03/10 00:57:36	walk
2011/03/10 00:57:41	2011/03/10 01:05:52	bus
2011/03/10 01:05:57	2011/03/10 01:09:02	walk
2011/03/10 10:44:34	2011/03/10 10:58:44	walk
2011/03/10 10:58:49	2011/03/10 11:05:19	bus
