Start Time	End Time	Transportation Mode
2007/04/12 13:46:21	2007/04/12 14:35:34	bike
2007/04/15 14:59:25	2007/04/15 15:08:38	bike
2007/04/15 16:00:00	2007/04/16 15:59:59	bike
2007/04/16 16:00:00	2007/04/17 15:59:59	bike
2007/04/17 16:00:01	2007/04/18 15:59:59	bike
2007/04/18 16:00:01	2007/04/19 15:59:59	bike
2007/04/19 16:00:01	2007/04/20 15:59:59	bike
2007/04/20 16:00:01	2007/04/21 15:59:59	bike
2007/04/21 16:00:01	2007/04/22 15:59:59	bike
2007/04/22 16:00:01	2007/04/23 15:59:59	bike
2007/06/13 13:34:10	2007/06/13 13:37:52	bike
2007/06/14 09:25:51	2007/06/14 10:02:14	walk
2007/06/14 14:02:41	2007/06/14 14:07:21	bike
2007/06/15 00:53:42	2007/06/15 00:57:42	bike
2007/06/15 03:14:16	2007/06/15 03:51:18	walk
2007/06/15 12:14:11	2007/06/15 13:04:03	bike
2007/06/17 01:22:35	2007/06/17 01:25:27	bike
2007/06/17 02:58:52	2007/06/17 15:03:24	bike
2007/06/17 03:49:52	2007/06/17 04:36:13	bike
2007/06/17 09:30:45	2007/06/17 09:54:04	bike
2007/06/18 14:20:45	2007/06/18 14:26:03	bike
2007/06/19 03:15:53	2007/06/19 03:40:35	bike
2007/06/20 00:33:24	2007/06/20 00:36:25	bike
2007/06/22 12:55:28	2007/06/22 13:08:50	bike
2007/06/23 14:34:52	2007/06/23 14:40:53	bike
2007/06/24 01:02:15	2007/06/24 01:06:21	bike
2007/06/24 02:55:52	2007/06/24 03:26:12	walk
2007/06/25 13:22:52	2007/06/25 13:29:16	bike
