Start Time	End Time	Transportation Mode
2008/05/09 10:08:06	2008/05/09 10:31:01	bike
2008/05/10 00:14:34	2008/05/10 00:43:44	bike
2008/05/10 02:50:52	2008/05/10 03:05:51	bike
2008/05/10 03:05:53	2008/05/10 03:43:14	bus
2008/05/10 03:43:16	2008/05/10 03:54:27	walk
2008/05/10 07:11:34	2008/05/10 07:44:04	subway
2008/05/10 13:36:34	2008/05/10 14:00:01	bike
2008/05/11 02:50:52	2008/05/11 03:03:09	bike
2008/05/11 03:03:11	2008/05/11 03:48:34	bus
2008/05/11 03:48:36	2008/05/11 03:54:27	walk
2008/05/22 15:08:59	2008/05/22 15:40:12	bike
2008/05/23 01:40:00	2008/05/23 02:40:00	bus
2008/05/23 02:40:02	2008/05/23 05:25:00	walk
2008/05/23 05:25:02	2008/05/23 05:50:00	bus
2008/05/23 05:50:02	2008/05/23 07:10:00	walk
2008/05/23 08:38:00	2008/05/23 09:47:00	bus
2008/05/23 12:13:00	2008/05/23 12:50:00	bus
2008/05/23 13:54:00	2008/05/23 15:59:00	walk
2008/05/24 02:14:00	2008/05/24 02:26:00	bike
2008/05/24 03:26:00	2008/05/24 04:37:00	bus
2008/05/24 04:37:02	2008/05/24 04:47:00	walk
2008/05/30 00:16:35	2008/05/30 00:40:53	bike
2008/05/30 06:50:00	2008/05/30 07:41:00	subway
2008/05/30 14:24:23	2008/05/30 15:04:14	bus
2008/05/31 13:06:34	2008/05/31 13:17:00	walk
2008/05/31 13:17:02	2008/05/31 13:21:40	subway
2008/05/31 13:21:42	2008/05/31 13:50:36	walk
2008/05/31 16:05:09	2008/05/31 16:29:51	bus
2008/05/31 16:58:13	2008/05/31 17:21:54	bus
2008/06/02 16:40:23	2008/06/02 16:49:03	walk
2008/06/02 16:49:05	2008/06/02 16:51:30	subway
2008/06/02 16:51:32	2008/06/02 17:22:40	bike
2008/06/04 16:20:53	2008/06/04 16:26:31	car
2008/06/04 16:26:33	2008/06/04 16:28:31	walk
2008/06/05 05:36:30	2008/06/05 05:44:52	car
2008/06/05 05:44:54	2008/06/05 05:45:24	walk
2008/06/07 09:46:17	2008/06/07 09:48:27	walk
2008/06/07 09:48:30	2008/06/07 10:01:23	bus
2008/06/07 10:01:25	2008/06/07 10:11:51	walk
2008/06/07 12:13:36	2008/06/07 12:31:49	walk
2008/06/07 12:56:49	2008/06/07 13:07:12	walk
2008/06/07 13:07:12	2008/06/07 13:27:45	bus
2008/06/07 13:27:47	2008/06/07 15:43:01	bike
2008/06/08 01:16:16	2008/06/08 01:43:57	bike
2008/06/19 23:52:46	2008/06/20 00:23:43	bike
2008/06/20 00:23:43	2008/06/20 00:48:41	bus
2008/06/20 00:48:41	2008/06/20 00:57:05	walk
2008/06/21 06:48:12	2008/06/21 06:57:47	subway
2008/06/21 06:57:47	2008/06/21 07:04:12	walk
2008/06/21 07:30:14	2008/06/21 07:33:50	walk
2008/06/21 13:53:27	2008/06/21 14:01:04	walk
2008/06/21 14:01:06	2008/06/21 14:09:21	subway
2008/06/21 14:09:23	2008/06/21 14:16:35	walk
2008/06/21 14:16:37	2008/06/21 14:26:36	bike
2008/06/21 16:38:35	2008/06/21 16:44:55	subway
2008/06/22 04:29:09	2008/06/22 04:38:35	bike
2008/06/22 06:48:33	2008/06/22 06:54:22	subway
2008/06/22 06:54:24	2008/06/22 06:59:28	walk
2008/08/20 01:59:24	2008/08/20 02:23:08	bus
2008/08/20 02:26:03	2008/08/20 06:17:33	walk
2008/08/20 07:54:28	2008/08/20 11:30:36	walk
2008/08/20 12:22:06	2008/08/20 12:52:41	bus
2008/08/20 12:52:43	2008/08/20 14:23:16	walk
2008/08/23 04:55:22	2008/08/23 05:40:37	bus
2008/08/23 05:40:39	2008/08/23 05:51:42	walk
2008/08/24 05:00:33	2008/08/24 05:49:44	walk
2008/08/24 05:49:57	2008/08/24 06:00:44	bus
2008/08/24 06:00:46	2008/08/24 06:06:44	walk
2008/08/24 07:54:52	2008/08/24 08:04:47	walk
2008/08/24 08:04:57	2008/08/24 09:07:41	bus
2008/08/24 09:07:43	2008/08/24 09:11:16	walk
2008/08/27 07:49:18	2008/08/27 09:14:53	bus
2008/08/28 04:54:30	2008/08/28 05:59:35	bus
2008/09/02 00:36:43	2008/09/02 00:50:58	walk
2008/09/03 00:00:12	2008/09/03 03:59:22	car
2008/09/03 21:01:36	2008/09/03 23:26:22	train
2008/09/06 01:47:59	2008/09/06 01:59:00	bike
