Start Time	End Time	Transportation Mode
2008/07/10 00:38:24	2008/07/10 01:05:44	bike
2008/07/10 10:09:29	2008/07/10 10:10:12	walk
2008/07/10 10:10:12	2008/07/10 10:18:48	bike
2008/07/10 10:18:48	2008/07/10 11:30:38	walk
2008/07/10 11:30:38	2008/07/10 11:41:20	bike
2008/07/10 12:49:24	2008/07/10 13:14:54	bike
2008/07/11 11:31:16	2008/07/11 12:13:31	bike
2008/07/12 05:02:23	2008/07/12 05:28:29	bike
2008/07/12 09:25:04	2008/07/12 09:37:19	bike
2008/07/12 09:37:19	2008/07/12 09:40:14	walk
2008/07/12 09:40:14	2008/07/12 09:53:39	subway
2008/07/12 09:53:39	2008/07/12 09:56:06	walk
2008/07/12 09:56:06	2008/07/12 10:04:20	bus
2008/07/12 10:04:20	2008/07/12 10:08:23	walk
2008/07/14 00:48:35	2008/07/14 01:08:56	bike
2008/07/15 00:56:30	2008/07/15 01:09:58	bike
2008/07/15 03:54:25	2008/07/15 04:08:21	bike
2008/07/15 05:40:23	2008/07/15 05:55:55	bike
2008/07/16 00:49:05	2008/07/16 01:08:52	bike
2008/07/16 10:08:32	2008/07/16 10:22:15	bike
2008/07/16 11:27:53	2008/07/16 11:32:11	bike
2008/07/16 13:57:58	2008/07/16 14:17:10	bike
2008/07/17 00:38:59	2008/07/17 01:01:57	bike
2008/07/17 12:39:22	2008/07/17 13:19:08	bike
2008/07/18 00:48:02	2008/07/18 01:15:21	bike
2008/07/18 03:46:01	2008/07/18 03:56:00	bike
2008/07/18 03:56:00	2008/07/18 04:23:36	walk
2008/07/18 09:35:34	2008/07/18 10:24:11	bike
2008/07/18 09:35:34	2008/07/18 09:43:41	bike
2008/07/18 09:59:41	2008/07/18 10:24:11	bike
2008/07/18 14:37:06	2008/07/18 15:27:27	bike
2008/07/19 08:41:29	2008/07/19 08:49:49	walk
2008/07/19 08:49:49	2008/07/19 09:07:14	subway
2008/07/19 09:07:14	2008/07/19 09:08:58	walk
2008/07/19 09:08:58	2008/07/19 09:27:10	bus
2008/07/19 09:27:10	2008/07/19 12:21:26	walk
2008/07/19 12:21:26	2008/07/19 12:33:20	bus
2008/07/19 12:33:20	2008/07/19 12:51:47	subway
