Start Time	End Time	Transportation Mode
2007/10/10 15:23:32	2007/10/10 15:32:59	bike
2007/10/11 01:15:20	2007/10/11 01:22:10	bike
2007/10/12 00:55:37	2007/10/12 01:01:07	bike
2007/10/13 07:49:15	2007/10/13 07:55:53	taxi
2007/10/13 07:56:58	2007/10/13 07:59:15	walk
2007/10/15 01:18:22	2007/10/15 01:25:59	bike
2007/10/15 15:11:05	2007/10/15 15:17:55	bike
2007/10/16 01:25:35	2007/10/16 01:33:43	bike
2007/10/17 11:49:17	2007/10/17 11:56:56	taxi
2007/10/17 11:57:29	2007/10/17 14:10:44	walk
2007/10/17 14:10:55	2007/10/17 14:17:35	taxi
2007/10/17 15:03:17	2007/10/17 15:05:37	walk
2007/10/17 15:06:56	2007/10/17 15:15:41	bike
2007/10/18 01:11:40	2007/10/18 01:20:54	bike
2007/10/18 15:09:39	2007/10/18 15:23:52	bike
2007/10/19 01:09:35	2007/10/19 01:17:15	bike
2007/10/19 05:24:41	2007/10/19 05:58:10	taxi
2007/10/19 05:59:40	2007/10/19 09:51:55	walk
2007/10/19 11:23:59	2007/10/19 11:52:06	taxi
2007/10/22 00:37:37	2007/10/22 00:45:36	bike
2007/10/22 23:00:00	2007/10/23 15:59:59	bike
2007/10/23 23:00:00	2007/10/24 15:59:59	bike
2007/10/26 15:06:17	2007/10/26 15:13:12	bike
2007/10/27 05:28:47	2007/10/27 05:36:55	bike
2007/11/01 15:07:36	2007/11/01 15:12:05	bike
2007/11/02 12:59:40	2007/11/02 15:04:05	bike
2007/11/03 05:03:13	2007/11/03 05:50:39	bike
2007/11/08 01:05:36	2007/11/08 01:12:14	bike
2007/11/08 14:56:23	2007/11/08 15:01:13	walk
2007/11/08 15:01:50	2007/11/08 15:12:09	bike
2007/11/30 01:55:18	2007/11/30 02:01:24	bike
2007/11/30 15:04:36	2007/11/30 15:08:57	walk
2007/11/30 15:09:49	2007/11/30 15:20:51	bike
