Start Time	End Time	Transportation Mode
2008/04/11 11:44:53	2008/04/11 12:10:53	car
2008/04/14 10:22:28	2008/04/14 11:06:42	car
2008/04/15 03:40:30	2008/04/15 04:16:10	car
2008/04/16 04:52:34	2008/04/16 05:09:21	car
2008/04/16 10:59:22	2008/04/16 11:45:58	car
2008/04/18 10:56:28	2008/04/18 11:35:57	car
2008/04/19 07:36:00	2008/04/19 08:14:08	car
2008/04/19 10:13:17	2008/04/19 10:45:55	car
2008/04/20 23:56:52	2008/04/21 00:34:24	car
2008/04/21 05:00:35	2008/04/21 05:25:18	car
2008/04/21 11:41:40	2008/04/21 11:56:15	car
2008/04/22 03:22:20	2008/04/22 03:35:34	car
2008/04/23 02:05:00	2008/04/23 02:33:00	car
2008/04/24 01:23:05	2008/04/24 01:56:02	car
2008/04/24 10:48:28	2008/04/24 11:29:00	car
2008/04/25 11:22:00	2008/04/25 11:45:57	car
2008/04/26 07:35:00	2008/04/26 09:01:00	car
2008/04/28 11:04:10	2008/04/28 11:38:34	car
2008/04/30 01:34:46	2008/04/30 12:52:16	car
2008/05/01 01:09:43	2008/05/01 02:00:00	car
2008/05/02 00:00:34	2008/05/02 00:13:38	walk
2008/05/03 01:58:39	2008/05/03 09:30:29	car
2008/05/05 04:29:55	2008/05/05 11:58:43	car
2008/05/06 03:08:16	2008/05/06 12:23:14	car
2008/05/07 00:12:06	2008/05/07 01:10:11	car
2008/05/08 10:59:39	2008/05/08 11:33:43	car
2008/05/09 04:35:09	2008/05/09 12:30:55	car
2008/05/10 02:25:09	2008/05/10 03:02:55	car
2008/05/11 06:37:07	2008/05/11 12:37:47	car
2008/05/12 10:18:17	2008/05/12 10:27:14	walk
2008/05/17 07:02:34	2008/05/17 09:26:22	car
2008/05/18 01:56:26	2008/05/18 05:31:15	walk
2008/05/20 02:41:45	2008/05/20 02:47:38	car
2008/08/01 06:07:09	2008/08/01 07:08:37	car
