Start Time	End Time	Transportation Mode
2011/08/24 13:51:21	2011/08/24 13:52:44	walk
2011/08/25 00:36:03	2011/08/25 00:58:25	bike
2011/08/25 14:44:57	2011/08/25 14:58:30	bike
2011/08/26 01:01:58	2011/08/26 01:24:01	walk
2011/08/28 01:11:21	2011/08/28 07:20:04	walk
2011/08/28 07:20:05	2011/08/28 07:48:53	taxi
2011/08/28 07:48:54	2011/08/28 13:50:43	walk
2011/08/28 13:50:44	2011/08/28 14:10:10	taxi
2011/08/28 14:10:11	2011/08/28 14:21:19	walk
2011/08/29 14:39:35	2011/08/29 14:47:28	bike
2011/08/30 00:47:21	2011/08/30 01:02:44	bike
2011/08/30 10:05:29	2011/08/30 10:56:20	walk
2011/08/30 10:56:21	2011/08/30 12:20:46	subway
2011/08/30 12:20:47	2011/08/30 12:30:22	walk
2011/08/30 12:30:23	2011/08/30 13:09:50	car
2011/08/30 13:09:51	2011/08/30 15:06:36	subway
2011/08/30 15:06:37	2011/08/30 15:50:57	bike
2011/08/31 00:49:54	2011/08/31 01:25:56	bike
2011/08/31 14:17:33	2011/08/31 14:38:14	bike
2011/09/01 00:50:00	2011/09/01 01:39:02	bike
2011/09/01 11:10:21	2011/09/01 13:16:52	walk
2011/09/01 13:16:53	2011/09/01 13:38:41	bike
2011/09/02 01:08:33	2011/09/02 01:21:28	bike
2011/09/02 01:21:29	2011/09/02 04:05:20	walk
2011/09/02 10:36:57	2011/09/02 11:08:35	bike
2011/09/03 04:27:30	2011/09/03 04:55:27	walk
2011/09/03 23:20:03	2011/09/03 23:34:00	walk
2011/09/05 01:04:27	2011/09/05 01:11:03	bike
2011/09/05 10:53:27	2011/09/05 11:31:22	bike
2011/09/06 00:48:27	2011/09/06 01:10:25	bike
2011/09/07 10:04:33	2011/09/07 13:56:58	bike
2011/09/08 01:55:51	2011/09/08 05:09:22	bike
2011/09/08 14:09:12	2011/09/08 14:32:56	bike
2011/09/09 00:42:46	2011/09/09 01:13:19	bike
2011/09/09 14:09:51	2011/09/09 14:24:02	bike
2011/09/10 06:09:33	2011/09/10 06:47:11	taxi
2011/09/11 03:29:33	2011/09/11 03:30:20	walk
2011/09/11 03:30:21	2011/09/11 03:34:12	bike
2011/09/11 03:34:13	2011/09/11 13:41:54	walk
2011/09/13 00:53:51	2011/09/13 01:07:25	bike
2011/09/14 14:05:33	2011/09/14 14:19:15	bike
2011/09/15 01:28:28	2011/09/15 01:48:57	bike
2011/09/15 12:23:27	2011/09/15 12:36:58	bike
2011/09/16 00:56:21	2011/09/16 01:10:12	taxi
2011/09/16 01:10:13	2011/09/16 01:28:30	walk
2011/09/16 01:28:31	2011/09/16 01:51:24	taxi
2011/09/17 02:18:27	2011/09/17 04:52:25	taxi
2011/09/18 00:51:57	2011/09/18 01:01:24	bike
2011/09/18 01:01:25	2011/09/18 01:05:56	walk
2011/09/18 01:05:57	2011/09/18 01:17:05	bike
2011/09/18 08:07:33	2011/09/18 09:30:54	bike
2011/09/18 23:42:51	2011/09/19 01:35:53	bike
2011/09/19 01:35:54	2011/09/19 04:51:06	walk
2011/09/19 14:08:53	2011/09/19 14:52:16	bike
