Start Time	End Time	Transportation Mode
2008/01/24 05:16:21	2008/01/24 05:40:18	walk
2008/01/24 07:12:23	2008/01/24 07:20:54	walk
2008/01/24 09:24:06	2008/01/24 09:29:40	walk
2008/01/27 04:39:35	2008/01/27 04:55:39	walk
2008/01/27 10:03:58	2008/01/27 11:47:57	walk
2008/01/27 12:09:32	2008/01/27 13:06:50	walk
2008/02/02 02:03:05	2008/02/02 02:34:21	car
2008/02/02 04:02:37	2008/02/02 04:22:42	walk
2008/02/02 14:31:31	2008/02/02 14:51:45	bus
2008/02/02 14:55:45	2008/02/02 15:29:20	walk
2008/02/14 15:15:07	2008/02/14 15:17:38	walk
2008/02/19 04:46:14	2008/02/19 05:40:00	walk
2008/02/23 05:18:39	2008/02/23 05:29:53	walk
2008/02/23 05:34:17	2008/02/23 06:37:26	bus
2008/02/23 06:41:26	2008/02/23 09:47:43	walk
2008/02/23 10:02:44	2008/02/23 10:21:51	bus
2008/02/23 10:25:51	2008/02/23 10:31:26	walk
2008/02/23 10:35:26	2008/02/23 10:42:02	bus
2008/02/23 10:46:02	2008/02/23 11:31:37	walk
2008/02/23 11:31:40	2008/02/23 11:41:44	bus
2008/02/23 11:45:44	2008/02/23 11:51:06	walk
2008/02/23 11:51:16	2008/02/23 11:57:23	car
2008/02/23 11:57:27	2008/02/23 12:00:00	walk
2008/02/25 04:42:50	2008/02/25 15:11:37	walk
2008/02/25 22:32:13	2008/02/26 01:21:33	walk
2008/02/26 01:25:34	2008/02/26 01:27:27	subway
2008/02/26 01:27:30	2008/02/26 02:01:34	walk
2008/02/26 09:55:17	2008/02/26 10:19:24	walk
2008/02/27 05:25:12	2008/02/27 05:28:58	walk
2008/02/27 08:51:15	2008/02/27 09:21:17	bus
2008/02/27 09:25:17	2008/02/27 09:58:22	walk
2008/02/27 10:02:22	2008/02/27 10:28:56	bus
2008/02/27 10:28:59	2008/02/27 10:46:42	walk
2008/03/01 05:58:26	2008/03/01 06:10:28	walk
2008/03/01 06:14:28	2008/03/01 06:32:58	bus
2008/03/01 06:45:45	2008/03/01 06:55:50	bus
2008/03/01 08:54:50	2008/03/01 09:21:37	bus
2008/03/01 09:25:37	2008/03/01 10:02:58	walk
2008/03/01 10:03:03	2008/03/01 10:20:09	bus
2008/03/01 10:39:30	2008/03/01 10:47:15	bus
2008/03/01 11:23:46	2008/03/01 11:34:25	bus
2008/04/07 03:38:37	2008/04/07 04:19:41	walk
2008/04/07 04:37:19	2008/04/07 04:53:53	walk
2008/04/07 04:53:56	2008/04/07 06:10:12	bus
2008/04/07 06:10:17	2008/04/07 09:01:51	walk
2008/04/07 09:27:41	2008/04/07 10:06:56	walk
2008/04/07 10:06:59	2008/04/07 10:14:30	car
2008/04/07 11:12:49	2008/04/07 11:26:10	bus
2008/04/07 11:26:15	2008/04/07 11:57:19	walk
2008/04/07 11:57:22	2008/04/07 12:08:54	bus
2008/04/14 13:17:40	2008/04/14 13:30:54	bus
2008/04/15 00:47:12	2008/04/15 01:34:45	walk
2008/04/16 03:56:47	2008/04/16 05:44:46	walk
2008/04/16 09:43:10	2008/04/16 13:03:30	walk
2008/04/17 05:24:34	2008/04/17 05:53:47	walk
2008/04/18 05:21:49	2008/04/18 06:33:56	walk
2008/04/22 05:23:49	2008/04/22 05:31:02	bus
2008/04/24 23:46:57	2008/04/25 00:11:50	walk
2008/04/25 00:11:55	2008/04/25 00:42:05	bus
2008/04/27 11:49:33	2008/04/27 12:33:10	bus
2008/04/28 05:13:00	2008/04/28 05:17:24	car
2008/04/29 01:00:49	2008/04/29 01:15:21	walk
